job;salary;id;city;year;age
IT-специалист;137054;1618051;Алькала-де-Энарес;2006;39
Архитектор;153706;2696038;Мерида;2005;45
IT-специалист;98226;6892904;Кишинев;2009;61
Косметолог;32137;3755488;Льейда;2020;40
Менеджер;89877;1348576;Бильбао;2015;33
Медсестра;55635;7711123;Лас-Росас;2014;22
Врач;114819;2283845;Вильявисиоса;2010;32
Учитель;135369;8337916;Таллин;2010;49
Оператор call-центра;96315;7827805;Краков;2014;22
Оператор call-центра;114090;1571416;Сан-Себастьян;2014;58
Врач;100539;4997568;Луго;2001;32
Оператор call-центра;138981;6306409;Навалькарнеро;2007;58
Водитель;182457;2497588;Осера;2015;43
Психолог;76588;2276302;Вальядолид;2009;47
Водитель;108263;3873207;Фигерас;2010;62
Инженер;61399;2606009;Мерида;2000;30
Медсестра;40782;5284288;Трухильо;2011;52
Продавец;147401;4600484;Хихон;2008;24
Водитель;191371;8851332;Камбадос;2019;61
Повар;113016;4230820;Артейхо;2002;46
Психолог;31485;5351392;Подгорица;2019;36
Учитель;62185;2587142;Бишкек;2019;42
Бухгалтер;111785;9472993;Скопье;2019;41
Инженер;82054;9627247;Эльче;2001;24
Психолог;178708;1077093;Камбадос;2010;57
Продавец;140282;6589573;Алькала-де-Энарес;2021;21
Учитель;58489;6581806;Овьедо;2011;38
Повар;194191;8006415;Рига;2016;18
Программист;127698;8938367;Камбадос;2022;59
IT-специалист;105116;8104700;Кордова;2005;36
Бухгалтер;114579;5131957;Прага;2021;57
Учитель;68946;7915065;Загреб;2011;47
Медсестра;122344;7733929;Афины;2019;24
Инженер;55566;2233981;Вильявисиоса;2009;23
Строитель;169196;7373453;Баку;2004;26
IT-специалист;23756;3342675;Авилес;2010;29
Оператор call-центра;190966;9330323;Севилья;2004;49
Медсестра;178272;2908125;Астана;2022;26
Психолог;27915;4996386;Мерида;2015;42
Бухгалтер;181337;7139509;Махадаонда;2021;20
Архитектор;111909;7647270;Осера;2017;41
Психолог;192375;6000824;Скопье;2010;63
Психолог;184447;7468563;Пласенсия;2006;65
IT-специалист;199687;2713225;Будапешт;2006;40
IT-специалист;86134;5845670;Севилья;2019;65
Программист;90150;1378388;Трухильо;2022;34
Водитель;20670;1577975;Махадаонда;2005;25
Косметолог;177341;7044351;Ла-Корунья;2013;64
Повар;73625;1114154;Бишкек;2011;47
Архитектор;140727;4019447;Прага;2022;64
Программист;168703;9945478;Трухильо;2008;42
Врач;117580;7002656;Сория;2016;41
Психолог;171548;1200106;Тарраса;1999;51
Учитель;80590;1541121;Тирана;2020;51
Инженер;134093;5465035;Луарка;2013;41
Повар;64837;9009932;Эль-Пуэрто-де-Санта-Мария;2003;51
Медсестра;121275;1892692;Вильнюс;2005;35
IT-специалист;182299;4760696;Хельсинки;2019;55
Строитель;61721;6265156;Минск;2019;30
Продавец;32093;8470002;Сеговия;2000;47
Программист;198530;7679739;Куэнка;2013;36
Повар;136369;1517079;Хельсинки;2013;18
Строитель;198482;2052616;Любляна;2017;53
Программист;195272;1711335;Кордова;2002;29
Инженер;75338;7292314;Самора;2013;62
Водитель;83462;3983742;Таллин;2010;48
Бухгалтер;161361;4637237;Сьюдад-Реаль;2009;56
Водитель;154421;8030643;Душанбе;2011;42
Оператор call-центра;24274;4221912;Валенсия;2003;18
Менеджер;126081;3380084;Монсон;2021;52
Строитель;24635;8401776;Бланес;2018;23
Менеджер;89653;2180079;Минск;2022;28
Строитель;104897;5641395;Санкт-Петербург;2018;24
Инженер;164900;6592465;Камбадос;2003;58
Архитектор;192107;5174960;Тбилиси;2015;32
Инженер;58725;9739795;Бланес;2015;26
Оператор call-центра;145412;8151100;Монсон;2014;58
Учитель;199971;1268990;Алма-Ата;2008;28
Бухгалтер;72704;6489466;Артейхо;1999;28
Медсестра;60242;6418487;Аликанте;2008;28
IT-специалист;39330;1483552;Будапешт;2022;56
Продавец;181323;1371078;Касерес;2020;20
Врач;128388;3487634;София;2021;60
Менеджер;35825;3862109;Бишкек;2020;18
Менеджер;181103;3239235;Сория;2007;51
Водитель;43611;1357187;Фигерас;2002;30
Программист;63645;2814515;Минск;2013;35
IT-специалист;132521;6953141;Будапешт;2005;29
Врач;49842;2253904;Бишкек;2010;62
Продавец;51417;3398679;Рига;2015;62
Психолог;41953;7467012;Осера;2006;45
Инженер;137447;5286301;Алма-Ата;2012;27
Врач;81521;1529358;Санкт-Петербург;2001;44
Программист;84163;8710097;Луарка;2021;54
Оператор call-центра;28919;1768638;Бильбао;2003;61
Врач;103065;9313420;Эль-Пуэрто-де-Санта-Мария;2005;64
Повар;72976;7489733;Душанбе;2013;56
Медсестра;174714;2149340;Ташкент;2019;37
Бухгалтер;91693;2875600;Сантьяго-де-Компостела;2008;39
Психолог;114901;8728350;Прага;2010;57
Оператор call-центра;57909;3322879;Льейда;2012;61
Оператор call-центра;20646;1748176;Бургос;2013;53
Медсестра;38111;4618851;Таллин;2022;64
Психолог;79125;5441069;Бланес;2008;43
Программист;145386;3779674;Картахена;2007;44
Повар;171459;7562155;Москва;2012;43
Водитель;166072;5195824;Сория;2004;56
IT-специалист;36716;2008588;Минск;2009;54
Инженер;27778;5367299;Сеговия;2009;41
Учитель;158160;1672722;Касерес;2001;60
Оператор call-центра;186078;8299957;Лас-Росас;2022;21
Программист;125926;7022789;Алма-Ата;2002;21
Программист;46290;8548796;Краков;2019;59
Продавец;57516;4722714;Трухильо;2013;24
Косметолог;29433;8984657;Бланес;2016;22
Инженер;198889;2238279;Сьюдад-Реаль;1999;28
Косметолог;112931;2854209;Баку;2016;62
Учитель;175665;8673777;Фигерас;2022;49
Медсестра;99113;9895060;Тирана;2018;19
