job;salary;id;city;year;age
Архитектор;190507;5236212;Минск;2018;25
Косметолог;77131;1932884;Монсон;2005;50
IT-специалист;173200;9972886;Москва;2013;38
Медсестра;31066;3256495;Овьедо;2001;30
Оператор call-центра;60849;6697282;Самора;2007;42
Медсестра;114868;6907205;Душанбе;2002;22
Оператор call-центра;66826;1871277;Хихон;2007;37
Водитель;24133;4351349;Санкт-Петербург;2008;19
Менеджер;47312;7181646;Самора;2002;39
Продавец;73306;3576991;Валенсия;2009;35
Инженер;62021;9000762;Бланес;2007;18
Повар;159681;5744041;Тарраса;2012;46
Учитель;129412;7911398;Мартоса;2017;58
Косметолог;20754;9751186;Алма-Ата;2017;53
Врач;90923;4573920;Артейхо;2022;42
Водитель;168688;3934253;Малага;2020;53
Водитель;166570;7106693;Навалькарнеро;2021;31
Косметолог;55092;6697339;Барселона;2016;58
Инженер;117109;2773549;Подгорица;2005;40
Водитель;43080;3447595;Алькала-де-Энарес;2007;49
Программист;86565;7127236;Хихон;2020;46
Продавец;94707;9790614;Эльче;2016;31
Бухгалтер;82815;1629447;Картахена;2004;43
Архитектор;72238;2625356;Куэнка;2022;26
Косметолог;30624;9320402;Баку;2007;22
Водитель;147524;5555327;Таллин;2000;58
Продавец;123848;5560007;Мерида;2018;35
Врач;101523;3032591;Тбилиси;2012;45
Психолог;176585;6110832;Сория;2001;38
Водитель;89406;6007609;Мурсия;2012;51
Бухгалтер;107035;9264641;Рига;2005;26
Бухгалтер;146262;7168934;Камбадос;2007;37
Программист;129381;4439599;Гранада;2013;63
Архитектор;126642;8427948;Касерес;2012;18
Менеджер;109660;2285080;Варшава;2013;57
Архитектор;159310;5139625;Мурсия;2021;27
Оператор call-центра;33022;7619517;Москва;2002;61
Инженер;179274;1945269;Баку;2007;62
Психолог;175664;7614642;Льейда;2018;25
IT-специалист;84270;1412294;Мерида;2003;54
Строитель;160261;8104319;Пласенсия;2003;33
Водитель;48596;6265540;Осера;2022;20
Водитель;66036;1933620;Севилья;2001;23
