job;salary;id;city;year;age
Программист;36005;4421995;Мартоса;2005;36
Водитель;186144;9282862;Махадаонда;2015;26
Продавец;133233;9528642;Кордова;2005;45
Повар;70746;7516044;Алькала-де-Энарес;2002;42
Бухгалтер;155682;5021471;Душанбе;2004;65
Оператор call-центра;95408;3281966;Бильбао;2005;48
Менеджер;178372;2258314;Хихон;1999;64
Продавец;175800;8993202;Малага;2015;45
Повар;56894;4785676;Сьюдад-Реаль;2000;48
Продавец;165493;4146648;Виго;2013;31
Учитель;74443;3598252;Любляна;2012;22
Оператор call-центра;80814;5734435;Вроцлав;2020;61
Инженер;78266;5416858;Скопье;2018;39
Строитель;76579;3586532;Мерида;2014;23
Медсестра;84450;4682339;Рига;2020;49
Бухгалтер;34538;5798174;Тирана;2020;50
Менеджер;69629;5964501;Вроцлав;2016;31
Косметолог;91214;8999048;Хихон;2016;53
Программист;93381;1690611;Бильбао;2003;34
Строитель;82711;2933046;Куэнка;2008;29
Повар;74534;8672280;Баку;2016;39
Медсестра;198826;8639384;Эль-Пуэрто-де-Санта-Мария;1999;30
Бухгалтер;142859;2979868;Рига;2016;33
Медсестра;198066;1348149;Льейда;2006;62
Психолог;67154;9212149;Навалькарнеро;2002;52
Бухгалтер;20882;5686861;Москва;2000;32
Архитектор;85372;1520151;Кадакес;2021;43
Программист;55884;7491525;Астана;2002;46
Продавец;112180;9209488;Вальядолид;2020;34
Продавец;21364;7012691;Кадакес;2007;31
Программист;176920;6852758;Аликанте;2002;61
Косметолог;163443;2511508;Мерида;2016;38
IT-специалист;146963;5179826;Пласенсия;2021;20
Бухгалтер;163357;1072381;Сеговия;1999;38
Повар;165643;1182418;Бишкек;2019;32
Учитель;39422;6847757;Вроцлав;2013;29
Врач;88812;7147917;Виго;2007;28
Менеджер;114142;2785093;Аликанте;2017;21
Психолог;62627;1886880;Минск;2013;36
Архитектор;145296;6396761;Бургос;2012;30
Инженер;39283;2774666;Баку;2006;19
Психолог;74358;7491323;Мерида;2014;45
IT-специалист;45088;8461475;Москва;2017;22
Инженер;23419;5982329;Кордова;2008;23
IT-специалист;171701;8293454;Картахена;2016;36
Водитель;136959;8549958;Аликанте;2005;24
Косметолог;56744;9231597;Мурсия;2003;21
Строитель;67473;8147487;Бланес;2009;40
Менеджер;72000;3985125;Бланес;2006;40
Менеджер;175692;9013579;Самора;2012;59
IT-специалист;174699;3482447;Махадаонда;2002;41
Врач;134274;2469599;Картахена;2014;36
Оператор call-центра;133508;9709539;Хихон;1999;29
Менеджер;164018;1997146;Тудела;2016;61
Менеджер;127245;6399853;Астана;2014;20
Архитектор;66713;5018052;Таллин;2012;40
Врач;134456;7329941;Афины;2021;23
Строитель;57923;8861767;Баку;2003;48
Психолог;145727;5757132;Касерес;2018;53
Архитектор;103796;9964556;Семана;1999;38
Косметолог;76624;4732951;Мартоса;2006;42
Медсестра;73625;4334642;Луго;1999;29
Учитель;180441;2549022;Душанбе;2008;53
Менеджер;169321;6318348;Кадакес;2016;49
Водитель;144914;1064786;Будапешт;2020;37
Продавец;127318;1521507;Виго;2008;29
Бухгалтер;51541;4012302;Барселона;2017;24
Инженер;89703;2375273;Астана;2021;41
Программист;118196;9121770;Аликанте;2020;34
Оператор call-центра;175790;1314161;Гранада;2002;25
Продавец;155478;4716532;Белград;2018;24
Строитель;108846;2551051;Мадрид;2007;43
Менеджер;67827;1840063;Куэнка;2011;42
Архитектор;176418;1207661;Льейда;2002;52
Учитель;160567;2516754;Кадакес;2017;27
Строитель;48116;1594785;Семана;2022;57
Учитель;37376;8275376;Трухильо;2009;29
Учитель;167060;5172101;Санкт-Петербург;1999;55
Программист;173622;3913174;Гранада;1999;32
Оператор call-центра;36566;7941189;Бургос;2000;39
Инженер;174314;9452420;Валенсия;2006;41
IT-специалист;39697;8671962;Эль-Пуэрто-де-Санта-Мария;2018;57
Продавец;179478;9910053;Вильявисиоса;2009;38
Менеджер;89764;6916870;Краков;2019;27
Медсестра;199303;9457828;Скопье;2022;31
Косметолог;96742;5377452;Прага;2011;34
Врач;82863;2339913;Самора;2015;18
Бухгалтер;31770;5967351;Куэнка;2022;42
Программист;197746;1758278;Будапешт;2018;33
Бухгалтер;168415;2902590;Касерес;2003;36
Строитель;187256;8990237;Бильбао;2019;30
Архитектор;179992;7132840;Афины;2014;64
Бухгалтер;69992;7521212;Барселона;2015;48
Повар;155992;1681616;Прага;2019;23
Бухгалтер;178071;4286373;Эль-Пуэрто-де-Санта-Мария;2005;24
Программист;20669;7263453;Ереван;2010;27
Учитель;125920;7924662;Мадрид;2018;20
Менеджер;190414;5962956;Вальядолид;2008;39
Инженер;55259;3494064;Кишинев;2004;34
Архитектор;20803;2132132;Картахена;2004;50
IT-специалист;148863;1917549;Навалькарнеро;2014;44
Оператор call-центра;148117;9801469;Луарка;2005;57
Программист;23094;5668663;Вроцлав;2017;58
Повар;157788;6344418;Хихон;2017;37
Повар;35325;3331310;Ташкент;2008;59
Повар;196117;6277722;Луарка;2000;42
Учитель;161786;7026024;Санхенхо;2002;24
Строитель;47772;2909692;Афины;2007;45
Оператор call-центра;136687;1780581;Алькала-де-Энарес;2020;22
IT-специалист;148384;8089294;Малага;2006;45
Медсестра;36823;7367748;Алькала-де-Энарес;2005;42
Врач;158110;4983366;Тарраса;2005;27
Инженер;175950;9733752;Ла-Корунья;2002;31
Психолог;148808;9930819;Луго;2011;54
Повар;191495;2147890;Махадаонда;2011;38
Психолог;94913;7192065;Санкт-Петербург;2006;62
Инженер;82858;8703088;Самора;2010;28
Косметолог;94843;8428270;Любляна;2022;37
Продавец;108426;5058652;Подгорица;2016;60
IT-специалист;65584;9070543;Хихон;2009;30
Психолог;137276;1001656;Мурсия;2010;63
Оператор call-центра;105937;9445945;Ереван;2010;25
Врач;166617;7793910;Вроцлав;2012;54
Медсестра;97686;9900392;Самора;2018;60
Программист;174351;8633954;Кадакес;2010;47
Учитель;65620;5863767;Малага;2022;19
IT-специалист;175605;7924064;Загреб;2009;27
Программист;102264;5469001;Алькала-де-Энарес;2001;36
Психолог;188280;1442937;Осера;2020;18
Бухгалтер;96185;4897637;Хихон;2005;61
Психолог;39996;3257811;Сан-Себастьян;2015;65
Архитектор;48741;5781427;Эльче;2007;28
Продавец;191485;4115956;Луго;2018;50
Архитектор;71800;6034725;Лас-Росас;2002;43
Медсестра;182712;5516353;Кордова;2014;33
Менеджер;93979;3287951;Минск;2013;30
Учитель;131025;2169320;Самора;2003;64
Водитель;132087;4399011;Севилья;2022;61
Косметолог;96473;6989590;Любляна;2009;52
Врач;180563;7992985;Любляна;2010;48
Психолог;199004;6489248;Рига;2002;49
Оператор call-центра;75566;8928996;Камбадос;2002;21
Психолог;81578;2923228;Фигерас;2009;33
Программист;161349;4598405;Осера;2008;24
Менеджер;77563;7558355;Будапешт;1999;56
Оператор call-центра;95257;5066285;Будапешт;2017;27
Косметолог;119254;2267273;Бланес;2020;42
Врач;127117;9771041;Лас-Росас;2017;39
Инженер;116655;1849690;Сараево;1999;29
Продавец;115403;1449199;Сан-Себастьян;2008;52
Водитель;147586;5330111;Овьедо;1999;19
Инженер;152335;5397073;Сантьяго-де-Компостела;2000;49
Медсестра;50041;4075016;София;2007;31
Медсестра;152484;4195304;Луарка;2007;45
Косметолог;26652;4329220;Бургос;2001;57
