job;salary;id;city;year;age
Строитель;113357;1424405;Тарраса;2014;23
Косметолог;131307;4252239;София;2003;53
Врач;25000;4528649;Эльче;2018;25
Программист;133814;1648500;Трухильо;2010;25
Программист;90388;4070425;Белград;2017;38
Повар;49562;8382344;Кишинев;2017;52
Оператор call-центра;148530;2346052;Тарраса;2022;51
Продавец;76687;5093317;София;2017;55
Программист;20061;3926943;Вильнюс;2007;57
Архитектор;38388;4283515;Минск;2021;49
Медсестра;169146;7994880;Сеговия;2016;51
Бухгалтер;92790;2696075;Ташкент;2018;37
Бухгалтер;122718;2489685;Сьюдад-Реаль;2008;21
Инженер;145896;4776792;Луго;2019;34
Учитель;101951;5838885;Хельсинки;2022;22
IT-специалист;40308;3625670;Картахена;2003;26
Повар;193804;4147103;Бланес;2011;20
Водитель;54578;6267750;Камбадос;2021;26
Врач;175123;3103573;Подгорица;2018;34
Бухгалтер;127798;6585150;Фигерас;2013;32
Продавец;152006;7467104;Сан-Себастьян;2011;64
Водитель;177091;4038591;Будапешт;2004;48
Водитель;48789;9201639;Белград;2014;44
Строитель;108333;9828131;Навалькарнеро;2004;29
Учитель;117854;1882772;Льейда;2015;53
Продавец;158659;7527169;Камбадос;2007;26
IT-специалист;99311;9425686;Санхенхо;2005;47
Врач;99388;1530723;Ла-Корунья;2003;31
Учитель;60087;1526311;Льейда;2021;22
IT-специалист;94738;2704039;Кордова;2010;30
Архитектор;76696;3401345;Монсон;2008;23
Повар;141867;7241421;Минск;2012;49
Повар;156793;7548763;Овьедо;2003;46
Архитектор;116540;5759321;Авилес;2009;24
Медсестра;71454;4797595;Вальядолид;2018;40
Косметолог;63952;8507436;Скопье;2017;50
Водитель;98790;6082329;Кордова;2022;41
Оператор call-центра;173082;3111455;Тирана;2018;46
Программист;193371;8305656;Артейхо;2020;45
Строитель;117489;4693202;Бургос;2009;59
Врач;102973;9946914;Ереван;2009;60
Водитель;86691;8708565;Хихон;2014;65
Строитель;158514;6952833;Бильбао;2021;33
Косметолог;116284;5985832;Бургос;1999;29
Повар;110673;6447317;Барселона;2008;20
Бухгалтер;74357;9555803;Барселона;2018;19
Оператор call-центра;144493;9870862;Прага;2001;34
Водитель;49924;9879041;Хихон;2017;46
Косметолог;79706;1000926;Валенсия;2016;39
Продавец;199475;4777639;Валенсия;2017;52
Косметолог;76362;5616946;Подгорица;2009;62
Продавец;125311;9704690;Самора;2020;61
Водитель;63727;5723344;Камбадос;2008;33
Программист;58533;6188912;Душанбе;2000;31
Менеджер;112199;7762773;Бургос;2001;18
IT-специалист;174013;4706973;Фигерас;2008;31
Инженер;52594;2913667;Овьедо;2016;30
Программист;163111;6536332;Вильнюс;2000;38
Оператор call-центра;119014;7148945;Тирана;2015;25
Архитектор;196440;4824993;Барселона;2008;21
Бухгалтер;61994;9210302;Афины;2021;31
Повар;71744;3458042;Хельсинки;2013;62
Оператор call-центра;136087;6235027;Мадрид;2005;59
IT-специалист;188561;4633250;Луарка;2007;35
Инженер;180081;1537672;Эльче;2008;53
Косметолог;150074;4904022;Фигерас;2008;21
Повар;195166;8109944;Астана;2001;21
Водитель;83007;8056857;Сантьяго-де-Компостела;2019;58
Учитель;66229;2746537;Аликанте;2018;27
Учитель;97507;9166480;Тудела;2013;32
Программист;66417;4365017;Хельсинки;2004;44
Учитель;59037;2017496;Баку;2009;49
IT-специалист;35740;9151129;Эль-Пуэрто-де-Санта-Мария;2018;32
Архитектор;28721;3843566;Хихон;2017;32
Менеджер;124492;9661681;Кадакес;2007;63
Учитель;196802;5602897;Севилья;2012;65
Архитектор;157741;3051450;Тбилиси;2013;41
Медсестра;153501;9415982;Касерес;2022;33
Строитель;170428;1251407;Кишинев;2001;21
Строитель;192164;1603976;Вильявисиоса;2012;63
Медсестра;112555;6205363;Барселона;2009;59
Косметолог;116954;9938610;Загреб;2005;54
Врач;79452;9938412;Овьедо;2014;52
Косметолог;50627;2993883;Таллин;2006;43
Архитектор;195547;5244196;Малага;2007;27
Продавец;89781;7453794;Овьедо;2017;65
Медсестра;158873;3622593;Барселона;2020;19
Оператор call-центра;186094;1818580;Ла-Корунья;2012;25
Архитектор;155794;8793328;Бланес;2016;49
Программист;102907;2625787;Валенсия;1999;35
Менеджер;180830;4970205;Душанбе;2002;40
Программист;65277;5859777;Ташкент;2014;36
Строитель;152322;8790149;Душанбе;2006;55
Строитель;51599;7196088;Мурсия;2001;23
Врач;75077;9107851;Загреб;2011;62
Продавец;102994;9966901;Душанбе;2009;52
Учитель;55618;3958456;Касерес;2020;47
Учитель;180414;4053118;Прага;2000;39
Учитель;162140;2959931;Мерида;2011;27
Повар;186789;9413387;Эль-Пуэрто-де-Санта-Мария;2007;44
Архитектор;79524;5015160;Бильбао;2011;52
Строитель;177945;2639118;Льейда;2020;42
Медсестра;171440;2406463;Мерида;2015;54
Архитектор;46428;4375426;Камбадос;2018;39
Программист;78256;6651499;Алма-Ата;2017;50
Программист;140379;2046304;Луго;2001;60
Психолог;34932;1838856;Тирана;2002;43
Повар;95370;3541113;София;2018;58
Программист;170611;4460551;Алькала-де-Энарес;2015;32
Инженер;145379;9393292;Гранада;2003;46
Врач;160964;4287643;Бланес;2013;50
Программист;171536;7016211;Эль-Пуэрто-де-Санта-Мария;2003;45
Строитель;183488;6416717;Алма-Ата;2001;64
Бухгалтер;71915;4268572;Сан-Себастьян;2006;63
Медсестра;70441;1170325;Осера;2007;50
Косметолог;102073;9773297;Мерида;2005;60
Менеджер;171225;9463353;Алма-Ата;2017;46
Продавец;57331;2318379;Бишкек;1999;64
IT-специалист;23831;4661631;Куэнка;2016;49
Инженер;116390;5135822;Авилес;2004;21
Архитектор;69338;2757545;Санкт-Петербург;2021;21
Водитель;66389;8067338;Таллин;2019;40
Оператор call-центра;130050;3478534;Ла-Корунья;2019;19
Водитель;107411;4125718;Бланес;2020;44
Бухгалтер;49624;7047198;Картахена;2008;50
Бухгалтер;32250;3178115;Сараево;2011;63
Косметолог;39718;1359770;Барселона;2010;54
IT-специалист;183722;7642041;Вальядолид;2009;40
Повар;81442;7409136;Самора;2002;58
Строитель;110293;4136533;Семана;2000;34
Учитель;112877;8129321;Аликанте;2013;47
Повар;195078;5431338;Кадакес;2004;52
Инженер;198380;6578207;Хельсинки;2013;33
Психолог;97967;2655707;Вальядолид;2006;41
Косметолог;63772;2611034;Фигерас;2007;55
Строитель;192121;3362968;Скопье;2020;54
Оператор call-центра;100250;2314447;Осера;2007;51
Повар;177859;4687367;Любляна;2021;56
Психолог;151112;1275575;Авилес;2010;63
Строитель;42864;2634453;Сеговия;2006;43
Врач;49090;4523741;Монсон;2004;60
Строитель;132743;7657871;Белград;2016;59
Инженер;65258;9721113;Луго;2020;27
Инженер;29690;7674985;Вальядолид;2012;18
Врач;124505;8464760;Хельсинки;2000;33
Повар;79584;4783292;Ереван;1999;45
Медсестра;182353;8401664;Бильбао;2008;47
Учитель;174457;7907357;Артейхо;1999;21
Оператор call-центра;184909;9698476;Скопье;2000;25
Оператор call-центра;180152;3765442;Барселона;2003;36
Программист;158688;5041157;Кишинев;2019;58
Учитель;97035;7013726;Подгорица;2004;61
Учитель;136399;3697705;Вроцлав;2021;27
Медсестра;134103;5214992;Виго;2002;34
Косметолог;58881;4299234;Кишинев;2000;57
IT-специалист;92234;3589532;Любляна;1999;42
Строитель;70841;8102039;Махадаонда;2021;65
Архитектор;76843;9675478;Краков;2017;62
Менеджер;26181;7347911;Вильявисиоса;2006;38
Строитель;126369;7312586;Бланес;2012;50
Менеджер;79178;2187426;Мадрид;2006;44
IT-специалист;145048;2112308;Бильбао;2003;47
Психолог;22204;2214876;Бургос;2004;31
Оператор call-центра;46898;1593961;Ереван;2019;29
Инженер;169522;5737765;Скопье;2016;50
Продавец;95629;4083825;Мадрид;2014;47
Оператор call-центра;66304;7920430;Кадакес;2018;44
Медсестра;34109;6685696;Барселона;2000;50
Учитель;24583;5389075;Сан-Себастьян;2008;42
IT-специалист;141428;5268743;Варшава;2000;26
Бухгалтер;74924;4514238;Севилья;2009;51
Строитель;42058;1723457;Монсон;2009;61
Архитектор;58073;1079814;Овьедо;2012;37
Бухгалтер;121409;4984921;Малага;2018;40
Менеджер;144640;4800409;Навалькарнеро;2014;27
Продавец;44933;3487618;Краков;2002;49
Водитель;168080;7170664;Барселона;2018;42
Врач;72262;4697040;Семана;2013;35
Косметолог;168409;4325657;Хихон;2001;40
Косметолог;130823;4506253;Артейхо;2009;39
Инженер;194886;9595851;Касерес;2010;33
Повар;25073;4194963;Тбилиси;2003;22
Психолог;97779;7597610;Льейда;2008;32
Архитектор;197836;7020150;Осера;2016;37
Повар;50480;3367041;Навалькарнеро;2000;36
Косметолог;140933;7581199;Бильбао;2003;31
Продавец;159451;8476494;Луарка;2013;44
Бухгалтер;159747;8647344;Тбилиси;2021;55
Учитель;59540;7726372;Подгорица;2004;64
Медсестра;97858;4687952;Тбилиси;2005;26
