job;salary;id;city;year;age
Психолог;167100;1962946;Сараево;2001;38
Архитектор;85384;5479184;Алма-Ата;2016;47
Повар;119337;7906630;Виго;2016;35
Оператор call-центра;123734;9810036;Севилья;2014;28
Бухгалтер;48156;9410668;Минск;2010;59
Программист;131345;7907490;Бильбао;2011;63
Косметолог;188819;1891221;Картахена;2013;61
Повар;177246;1743007;Тудела;2007;32
Врач;80057;5517423;Кишинев;2016;19
Инженер;89248;4160878;Тарраса;2013;39
Косметолог;92331;6279376;Барселона;2000;34
Врач;20912;6072394;Малага;2010;48
IT-специалист;74950;2157232;Гранада;2018;58
IT-специалист;121261;2139479;Сан-Себастьян;2004;19
Продавец;125707;3260281;Кишинев;2016;56
Менеджер;113126;2018031;Луго;2005;21
Бухгалтер;77190;1818667;Осера;2020;55
Медсестра;60129;9884139;Бланес;2018;40
IT-специалист;27009;5555962;Бильбао;2007;42
Архитектор;137895;7327046;Мадрид;2000;65
Водитель;176839;8987774;Мадрид;2018;43
Менеджер;79801;9316829;Виго;2012;47
Бухгалтер;180596;6119911;Сьюдад-Реаль;2014;62
Продавец;157818;3827750;Тбилиси;2013;23
Оператор call-центра;26808;5540463;Варшава;2015;30
Врач;32600;8143511;Эль-Пуэрто-де-Санта-Мария;2015;47
Архитектор;112154;3431698;Самора;2019;52
Учитель;157135;4107798;Осера;2020;57
Программист;118686;9900418;Осера;2008;31
Программист;188438;6896232;Минск;2016;21
Менеджер;97844;3256793;Подгорица;2004;52
Бухгалтер;60715;6554047;Гранада;2009;31
Медсестра;172400;6041998;Малага;2000;54
Бухгалтер;21679;8021154;Малага;2014;35
Инженер;93036;4660690;Мурсия;2015;46
Менеджер;81335;5341223;Рига;2005;39
Бухгалтер;174361;2109066;Алькала-де-Энарес;2021;47
Повар;66749;1925674;Таллин;2020;46
Повар;68133;8962594;Тбилиси;2017;34
Врач;70988;1293600;Бургос;2007;31
Архитектор;183048;3314703;Эльче;2006;20
Медсестра;136883;8303502;Санхенхо;2004;19
Учитель;76868;4732399;Любляна;2005;60
Повар;190854;7342372;Санкт-Петербург;2017;54
Бухгалтер;50318;7577641;Авилес;2014;63
Менеджер;194502;4090270;Бильбао;2008;21
Врач;24668;5257447;Бургос;2008;27
Врач;71202;6110490;Гранада;2018;30
Врач;48063;2182648;Мурсия;2014;34
Архитектор;49296;7844205;Фигерас;2001;60
Водитель;135057;9402803;Барселона;2019;22
Строитель;183808;1667709;Виго;1999;59
Строитель;109757;8894748;Скопье;2004;18
Психолог;186022;1185763;Вильявисиоса;2006;24
Менеджер;29119;1732166;Вроцлав;2014;38
Водитель;150323;7298382;Осера;2020;43
Менеджер;72572;7308961;Осера;2009;24
Менеджер;38173;3202091;Луарка;2002;22
Бухгалтер;33658;9216242;Овьедо;2014;25
Медсестра;138118;1382553;Варшава;2018;55
Бухгалтер;45060;7980431;Алькала-де-Энарес;2001;45
Продавец;71525;8006752;Алма-Ата;2000;64
Оператор call-центра;152309;1093616;Овьедо;1999;42
Менеджер;80380;4657499;Монсон;1999;55
Повар;83765;6928726;Валенсия;2007;52
Косметолог;115108;9196111;Барселона;2009;61
Оператор call-центра;53398;2447700;Пласенсия;2018;58
Строитель;80922;5390652;Астана;2008;28
Косметолог;49581;2521038;Луарка;2015;54
Медсестра;108684;7681464;Загреб;2009;62
Медсестра;117672;3402694;Лас-Росас;2020;27
Медсестра;173916;1433758;Подгорица;2007;19
Медсестра;44529;5957751;Барселона;2018;19
Инженер;125415;2933818;Вильнюс;2019;50
Водитель;151313;9047248;Мерида;2000;41
Медсестра;81769;1395304;Загреб;2013;57
Продавец;106600;7362922;Льейда;2004;40
Продавец;142241;7386684;Прага;2016;39
Врач;186368;3438098;Санкт-Петербург;2022;19
Повар;84536;3912457;Эльче;2008;37
Программист;87454;2938485;Вроцлав;2022;58
Повар;165218;5042348;Вильнюс;2003;39
Врач;34036;2975838;Бильбао;2015;34
Водитель;101248;8084708;Камбадос;2006;32
Медсестра;147653;7849243;Ла-Корунья;2006;57
Врач;24841;3269481;Фигерас;2008;30
Медсестра;93933;5026885;Кордова;2014;51
Менеджер;34995;4114710;Мадрид;2012;18
Косметолог;152795;8028081;Осера;2017;24
Учитель;187097;6923471;Малага;2010;63
Архитектор;83905;1639904;Артейхо;2002;21
Повар;193984;4891323;Луго;2004;19
Косметолог;129822;3491840;Астана;1999;46
Водитель;138650;8300006;Эль-Пуэрто-де-Санта-Мария;2022;29
Оператор call-центра;103914;4847293;Мурсия;2006;46
Врач;186108;2055117;Осера;2007;18
Повар;179465;9508289;Москва;2003;62
Косметолог;153942;9078225;Бишкек;2010;40
Инженер;45053;8698356;Бланес;2007;18
Учитель;131396;9756828;Виго;2011;34
Инженер;177122;5092302;Валенсия;1999;54
Оператор call-центра;54157;2104011;Вроцлав;2011;52
Оператор call-центра;174500;2672098;Фигерас;2001;52
Инженер;105111;6136272;Варшава;1999;62
Строитель;23096;5460456;Бургос;2011;58
IT-специалист;100624;1037164;Прага;2022;47
Оператор call-центра;139323;9917912;Виго;2015;59
Продавец;130377;5531539;Варшава;2011;38
Оператор call-центра;53582;9401386;Бишкек;2014;57
Программист;37758;5909129;Льейда;2005;35
Психолог;28779;1020550;Будапешт;2016;21
Врач;78831;2733033;Тбилиси;2010;48
Учитель;41499;6130392;Ереван;2010;43
Бухгалтер;58237;4609916;Сория;2008;63
Медсестра;145040;5578797;Овьедо;2003;49
Водитель;166944;1174072;Хельсинки;2007;45
Архитектор;95779;6477393;Кишинев;2011;34
Архитектор;98745;9472156;Ереван;2001;36
Строитель;192918;3054138;Сан-Себастьян;2016;65
Архитектор;47746;1825541;Касерес;2019;35
Строитель;54368;2605776;Малага;2010;60
Психолог;126005;6531636;Валенсия;2007;28
Инженер;89903;4064169;Хихон;2001;30
Инженер;92319;3460296;Ташкент;1999;58
Повар;69509;1216509;Лас-Росас;2019;24
Программист;142524;6923123;Вроцлав;2017;47
Продавец;55439;4115653;Картахена;2017;49
IT-специалист;59096;1833378;Виго;2009;23
Учитель;30185;8487826;Алма-Ата;2019;21
Повар;79961;8695666;Таллин;2011;28
Инженер;195513;9894690;Вальядолид;2002;22
Инженер;173470;3668788;Вальядолид;2002;52
Продавец;85616;5849857;Лас-Росас;2016;52
Психолог;150487;5821449;Овьедо;2017;36
Строитель;21964;8961013;Сараево;2014;45
Архитектор;164330;3733969;Подгорица;2005;38
Бухгалтер;188391;6715876;Загреб;2018;51
Учитель;21503;7644739;Тудела;2001;36
Продавец;69228;8004773;Бургос;2022;30
Менеджер;137810;1187729;Минск;2002;47
Инженер;118952;9943407;Льейда;2005;20
Врач;176665;3604864;Мерида;1999;18
Водитель;98122;4124735;Трухильо;2012;45
Учитель;156085;4822901;Кадакес;2015;65
Водитель;191045;4918707;Варшава;2022;36
Косметолог;34022;1785041;Сьюдад-Реаль;2005;35
Архитектор;145910;9921385;Минск;2007;51
Строитель;148536;9145272;Семана;1999;52
Оператор call-центра;53619;8718005;Душанбе;2021;47
Инженер;176091;8352122;Афины;2008;22
Программист;104817;2325658;Подгорица;1999;63
Врач;133650;8777156;Таллин;2003;57
Оператор call-центра;124954;5457953;Лас-Росас;2005;34
Строитель;32579;8459556;Любляна;2019;55
Бухгалтер;185041;8535678;Будапешт;2021;33
Программист;148066;3091872;Варшава;2012;61
Продавец;88459;8672379;Виго;2007;38
Строитель;47347;2690884;Астана;2001;35
Водитель;152907;8175283;Таллин;2013;51
Продавец;81671;1341861;София;2013;27
Медсестра;105354;6877796;Сьюдад-Реаль;2021;22
Строитель;155868;5104773;Белград;2018;20
Строитель;52987;2476164;Вроцлав;2022;64
Программист;34295;5375990;Сеговия;2006;55
Косметолог;118369;9086090;Ла-Корунья;2010;45
Косметолог;67678;9846150;Бургос;2016;37
Медсестра;54270;2548005;Санкт-Петербург;1999;48
Врач;55625;2849043;Мурсия;2020;27
IT-специалист;175504;7367025;Кордова;2001;18
Программист;51793;3628785;Авилес;2012;40
Бухгалтер;162458;9893095;Сантьяго-де-Компостела;2021;38
Продавец;115013;7901284;Мурсия;2005;50
Косметолог;22673;3292504;Москва;2017;19
Программист;107054;5517188;Вильнюс;2013;31
IT-специалист;63184;1891126;Варшава;2019;57
Медсестра;20500;1365753;Подгорица;2017;63
Косметолог;185595;2543644;Санкт-Петербург;2009;20
Инженер;43465;9244345;Барселона;2021;32
Продавец;127267;9614612;Астана;2011;27
Архитектор;87527;4351922;Вроцлав;2018;23
Инженер;147856;5329344;Мадрид;2015;28
Учитель;170135;6552368;Мартоса;2021;30
Психолог;108983;7253788;Варшава;2008;31
