job;salary;id;city;year;age
Психолог;78446;9929425;Варшава;2021;62
Продавец;56894;8752338;Мадрид;2004;36
Водитель;171228;9267145;Астана;2006;36
Косметолог;64689;9117481;Бишкек;2021;58
Строитель;88132;2619969;Трухильо;2007;41
Архитектор;51169;4142063;Ташкент;2008;44
Врач;122666;9325549;Сантьяго-де-Компостела;2014;51
Психолог;106109;4796484;Сан-Себастьян;2015;56
Повар;43955;4257282;Куэнка;2008;23
Психолог;137684;2034799;Аликанте;2017;37
Инженер;24728;8857990;Астана;2003;49
Повар;86411;8330245;Хихон;2012;42
Архитектор;100858;1202891;Виго;2017;21
IT-специалист;164897;6786000;Сантьяго-де-Компостела;2003;54
Программист;172791;4813333;Лас-Росас;2020;55
IT-специалист;48495;2460402;Сеговия;2016;33
Программист;62856;5103476;Сараево;2009;47
Водитель;49598;4109799;Самора;2005;58
Продавец;82849;3104464;Виго;2019;52
Косметолог;87109;3554672;Лас-Росас;2004;55
Повар;46244;6331914;Афины;2011;55
Учитель;161521;8149384;Краков;2019;61
Программист;183213;4783198;Хельсинки;2010;26
Медсестра;134261;7836148;Кордова;2020;42
Водитель;67965;3185271;Тудела;2019;34
Бухгалтер;34445;3277451;Баку;2010;23
Повар;75485;4577426;Тудела;2010;34
Врач;125830;7907438;Луго;2004;52
Программист;62358;4278722;Ташкент;2011;37
Повар;192861;8242259;Любляна;2013;49
Архитектор;22397;4513987;Барселона;2004;29
Медсестра;66309;3356215;Краков;2001;31
Строитель;181312;5683588;Осера;2017;48
Повар;82258;1854791;Вильнюс;2012;52
Врач;180928;5768597;Семана;2000;45
Медсестра;36564;7354977;Куэнка;1999;41
Менеджер;102881;3834172;Навалькарнеро;2005;55
Продавец;130656;1544569;София;2003;45
Учитель;182386;7183118;Белград;2007;35
Водитель;110032;3115405;Санхенхо;2012;55
Бухгалтер;169575;1042791;Бишкек;2011;54
IT-специалист;65342;8888550;Бланес;2009;36
Косметолог;32815;2839264;Навалькарнеро;2022;25
Оператор call-центра;48371;7396223;Пласенсия;2013;27
Психолог;136797;8632331;Барселона;2015;50
IT-специалист;53881;2566304;Мурсия;2005;59
Учитель;127025;8432260;Прага;2019;26
