job;salary;id;city;year;age
Оператор call-центра;107126;8005095;Семана;2020;21
Оператор call-центра;136246;2133242;Аликанте;2015;51
Программист;20162;7353776;Валенсия;2017;29
Бухгалтер;141010;8840247;Подгорица;2007;40
Менеджер;78207;9517794;Кишинев;2009;52
Водитель;140374;2342455;Кордова;2014;64
Учитель;20738;4932314;Эльче;2016;48
Учитель;157823;6181592;Белград;2014;61
Повар;117954;4244486;Санкт-Петербург;2012;58
Бухгалтер;132806;7313130;Санхенхо;1999;39
Программист;171552;8236984;Белград;2015;24
Медсестра;146089;2297549;София;2004;54
Повар;102376;1355567;Скопье;2016;61
Продавец;72433;8943226;Навалькарнеро;2015;37
Психолог;194297;6720981;Таллин;2012;21
Архитектор;166744;9182175;Сантьяго-де-Компостела;2012;31
Строитель;191251;2836394;Малага;2017;21
Продавец;65381;3614572;Лас-Росас;2021;33
Водитель;139807;1247618;Сьюдад-Реаль;2014;48
Учитель;184135;2942650;Осера;2015;24
Архитектор;114875;9072622;Рига;2006;54
Медсестра;188475;4544112;Ташкент;2019;23
IT-специалист;193937;2839722;Краков;2005;33
Оператор call-центра;186367;4071855;Баку;2015;26
Медсестра;75189;9728962;Вальядолид;2013;59
Менеджер;130481;9661294;Мадрид;2010;28
Медсестра;113467;8235208;Вроцлав;2019;30
Врач;100087;9127592;Сантьяго-де-Компостела;2015;52
Косметолог;93696;3713728;Семана;2017;23
Бухгалтер;186148;7806140;Пласенсия;2022;36
Инженер;78634;4296651;Луго;2013;49
Программист;115912;8959278;Навалькарнеро;2011;49
Строитель;185547;6640007;Краков;2012;57
Повар;92594;4803816;Подгорица;2015;30
Продавец;156850;1099461;Виго;2011;34
Архитектор;192925;8555002;Кадакес;2006;34
Бухгалтер;187100;8271264;Куэнка;2015;20
Менеджер;77894;3414414;Белград;2012;52
Медсестра;98106;8232840;Авилес;2009;42
Программист;169856;8328496;Ташкент;2013;49
Программист;155024;5999705;Виго;2007;47
Учитель;121218;2780615;Осера;2002;39
Строитель;189593;6628906;Касерес;2000;50
Архитектор;117996;5125562;Кишинев;1999;21
Программист;187870;4742187;Вроцлав;1999;31
Архитектор;176782;8615547;Малага;2001;26
Учитель;76041;6246811;Рига;2010;45
Продавец;74504;2606385;Белград;2015;27
Учитель;64712;2582491;Ереван;2013;18
Психолог;107668;5333459;Виго;2000;26
