job;salary;id;city;year;age
Менеджер;45095;7151184;Артейхо;2002;57
Строитель;31451;9501062;Барселона;2000;25
Продавец;194002;9181375;Артейхо;2012;35
Врач;81908;8063814;Минск;2017;46
Косметолог;51341;9801252;Мурсия;2012;34
Врач;87671;4122832;Хихон;2005;18
Менеджер;127890;3964282;Махадаонда;2007;38
Косметолог;100598;7715692;Ташкент;2005;48
Повар;172232;6339333;Тбилиси;2008;51
Оператор call-центра;191755;1407490;Хельсинки;2005;62
Программист;136545;5960542;Гранада;2009;33
Медсестра;185359;7747915;Санхенхо;2000;62
Архитектор;133445;3173741;Бишкек;2002;53
IT-специалист;134556;5197689;Афины;2005;26
Косметолог;70352;5205713;Виго;2016;41
Бухгалтер;90485;3035114;Сеговия;2006;18
Медсестра;190264;9882029;Хельсинки;2007;45
Инженер;130206;6899004;Осера;2007;44
Врач;184947;6259632;Афины;2001;60
Медсестра;153388;1930437;Санхенхо;2007;28
Водитель;90084;9219090;Мерида;2011;48
Водитель;101121;5886638;Сеговия;2002;30
Оператор call-центра;64492;4513768;Краков;2012;64
Программист;188147;2422369;Москва;2021;63
Учитель;22832;7585807;Куэнка;2019;46
Психолог;83220;2675686;Любляна;2014;47
Психолог;163656;8209004;Касерес;2017;54
Учитель;81665;3932621;Бишкек;2000;42
Продавец;125684;3588269;Хихон;2017;54
Архитектор;184524;2313522;Луго;2017;57
Инженер;122796;5800697;Эль-Пуэрто-де-Санта-Мария;2018;22
Продавец;157853;5244117;Алькала-де-Энарес;2018;18
Медсестра;43596;3276654;Мерида;2013;38
Программист;62977;3129408;Санкт-Петербург;2004;31
Медсестра;28190;4923809;Хельсинки;2021;22
Повар;197814;3810586;Тудела;2004;58
Психолог;135000;9750614;Бургос;2001;27
Водитель;102207;8080666;Эль-Пуэрто-де-Санта-Мария;2021;25
Программист;132535;6205995;Минск;2010;44
Продавец;177571;7532193;Кишинев;2010;29
Водитель;91455;5813637;Осера;2020;45
Учитель;129337;1191082;Фигерас;2005;27
Повар;70251;5130219;Барселона;2012;44
Строитель;27082;5288635;Бланес;2007;59
Инженер;104896;2035575;Сан-Себастьян;2005;36
Врач;168667;8654748;Сараево;1999;32
Оператор call-центра;166271;5448516;Ереван;2012;43
Оператор call-центра;169639;8383579;Любляна;2000;52
Врач;94716;7234742;Санкт-Петербург;2014;24
Бухгалтер;60617;7190630;Куэнка;2003;21
Психолог;88401;5204531;Варшава;2012;18
Психолог;188366;9249054;Загреб;2020;54
Продавец;54171;3152807;Бильбао;2001;64
Архитектор;91457;9004602;Бишкек;2008;20
Учитель;34785;4888390;Мурсия;2010;29
Строитель;55813;6763725;Виго;2009;20
Медсестра;187792;4059695;Минск;2011;52
Инженер;91500;8066654;Фигерас;2011;61
Менеджер;132205;4843724;Картахена;2009;22
Строитель;173433;1837389;Бланес;2000;42
Архитектор;181444;9718232;Самора;2005;37
Косметолог;153119;5856203;Барселона;2014;19
Строитель;29500;8345157;Кордова;2009;55
Оператор call-центра;83975;2353693;Валенсия;2005;58
Оператор call-центра;72622;1873886;Рига;2009;43
Повар;75453;8181258;Мадрид;2019;58
Психолог;117305;5410198;Эльче;2012;23
Повар;66533;1531331;Сан-Себастьян;2020;39
Продавец;188698;2752629;Сеговия;2009;19
Психолог;178294;9640964;Вальядолид;2022;35
Косметолог;149878;2761447;Астана;2005;45
IT-специалист;43075;8454485;Варшава;2012;49
Косметолог;107511;2330085;Прага;2014;57
Медсестра;49339;5027694;Кордова;2021;44
Косметолог;125667;8333144;Загреб;1999;23
Учитель;175286;2086857;Сантьяго-де-Компостела;2017;39
Программист;90138;7468416;Бильбао;2018;25
Оператор call-центра;156370;5649979;Лас-Росас;2008;35
Медсестра;98323;3609127;Тудела;2016;31
Повар;99486;4996755;Загреб;1999;58
Программист;22625;9980771;Москва;2009;37
Учитель;97224;2255263;Бишкек;2021;18
Строитель;76749;5896501;Артейхо;2017;25
Менеджер;166716;7140928;Скопье;2001;36
Менеджер;129655;5290734;Рига;2000;29
Менеджер;58639;3889078;Аликанте;2008;19
Программист;76176;1074654;Краков;2020;58
Повар;78631;4449497;Москва;2001;55
Архитектор;28883;8370524;Ереван;2010;45
IT-специалист;112959;8383589;Навалькарнеро;2010;34
Повар;146582;9788994;Скопье;2003;31
Инженер;77276;9242005;Скопье;2020;45
Инженер;105054;5414591;Кишинев;2006;23
Инженер;178497;9508057;Махадаонда;2000;42
Бухгалтер;74067;2399084;Загреб;2002;38
Инженер;24642;9241476;Будапешт;2000;60
Врач;63980;6584542;Сан-Себастьян;2006;24
IT-специалист;60218;4078840;Бланес;2016;38
Медсестра;141591;5140302;Валенсия;2013;50
Оператор call-центра;132689;2807384;Тарраса;2017;55
Программист;91425;8463331;Бильбао;2018;55
Психолог;158387;8108469;Луго;2009;55
Оператор call-центра;156593;2775072;Кадакес;1999;39
Оператор call-центра;181824;3143127;Баку;2006;54
Повар;61671;3055063;Краков;2013;41
IT-специалист;78423;2355985;Махадаонда;2016;64
Инженер;60641;6861901;Подгорица;2011;21
Оператор call-центра;72807;7927977;Загреб;2003;22
Менеджер;128655;8516342;Сьюдад-Реаль;2016;56
Менеджер;79178;7840207;Тирана;2012;52
Косметолог;183773;7245638;Будапешт;2020;39
Менеджер;199197;8570573;Мадрид;2012;47
Учитель;28490;3151404;Хихон;2007;45
Продавец;165148;6204767;Навалькарнеро;2015;59
Медсестра;132401;4855873;Сараево;2002;63
Оператор call-центра;126343;4435144;Артейхо;2001;56
Строитель;196846;1220474;Касерес;2008;53
Бухгалтер;138673;2893644;Картахена;2020;48
IT-специалист;26644;6979458;Белград;2014;21
Водитель;97342;1078903;Касерес;2013;55
Оператор call-центра;124407;8507567;Ла-Корунья;2003;33
Архитектор;180310;9418272;Аликанте;2006;42
Продавец;191740;1373011;Афины;2020;41
Архитектор;92755;3402000;Севилья;2001;36
Бухгалтер;114401;9879718;Мартоса;2017;57
Продавец;147247;7065592;София;2008;22
Продавец;62316;6183708;Санхенхо;2017;55
Психолог;88429;8405569;Тбилиси;2022;63
Продавец;143627;2485338;Луарка;2006;48
Оператор call-центра;164914;2997657;Сьюдад-Реаль;2011;34
Врач;93789;6308934;Ла-Корунья;2015;50
Оператор call-центра;24626;9307234;Мерида;2006;32
Повар;148360;8883632;Ташкент;2018;30
Оператор call-центра;141681;5450439;Бильбао;2002;48
Медсестра;23117;5354326;Малага;2000;60
Медсестра;81715;2565860;Осера;1999;60
Продавец;33570;2377386;Артейхо;2013;52
Водитель;40120;9224889;Барселона;2014;59
Медсестра;145663;3475372;Варшава;2021;40
Бухгалтер;137948;1689289;Авилес;2022;28
Психолог;34635;8540763;Бишкек;2008;37
Инженер;78091;9327590;Осера;2015;21
Инженер;156965;4555073;Вильявисиоса;2009;56
Повар;137712;8703406;Луго;2012;29
Бухгалтер;75248;7403086;Астана;2007;34
Косметолог;33760;1206295;Касерес;2002;20
Бухгалтер;164567;3138318;Минск;2016;53
Врач;21662;3604749;Трухильо;2007;46
Врач;21584;1230080;Сан-Себастьян;2009;37
Продавец;163209;6513806;Сараево;2021;47
Продавец;65179;2598375;Бильбао;1999;54
Косметолог;111475;6167913;Касерес;2001;54
Программист;140362;7001000;Хельсинки;2021;53
Оператор call-центра;197770;7441798;Бланес;2021;52
Менеджер;116631;3213450;Москва;2003;36
Косметолог;183930;1180991;Виго;1999;53
Инженер;31807;8918869;Прага;2006;42
Строитель;84940;2264711;Таллин;2019;23
Оператор call-центра;105863;4866817;Камбадос;2022;50
Строитель;195206;6454507;Тбилиси;2016;37
Архитектор;119116;8359928;Сьюдад-Реаль;2002;51
Учитель;65152;1907288;Ереван;2009;49
Повар;94934;9318326;Сараево;2012;26
Повар;165079;5938336;Ереван;2004;48
Бухгалтер;31821;3536969;Бланес;2019;54
Инженер;113154;5957889;Будапешт;2018;30
Инженер;143868;4338342;Мерида;2022;49
Оператор call-центра;136737;1425253;Сан-Себастьян;2009;50
Повар;189222;1916102;Вроцлав;2010;60
Бухгалтер;109115;8275741;Мадрид;2001;22
Менеджер;157617;5933908;Вильявисиоса;2022;33
IT-специалист;109171;7033927;Белград;2014;31
Врач;177310;8780102;Таллин;2003;32
Повар;152575;3091242;Сьюдад-Реаль;2020;18
Менеджер;182984;7305614;Малага;2017;34
Оператор call-центра;132041;4028144;Малага;2003;20
Продавец;199974;7877287;Бишкек;2011;55
Учитель;82969;2232875;Осера;2013;29
Бухгалтер;92906;3998301;Мерида;2000;56
Менеджер;161120;1835376;Пласенсия;2003;28
Инженер;60770;9988373;Авилес;2018;54
Оператор call-центра;50899;2559189;Таллин;2015;47
Косметолог;101064;5949305;Белград;2017;60
Учитель;192796;8648397;Бильбао;2000;58
Оператор call-центра;53583;2605385;Тбилиси;2017;65
IT-специалист;49044;4394320;Таллин;2015;30
Строитель;82757;3321252;Тарраса;2014;58
Врач;74030;5199406;Мерида;2000;30
Повар;109929;4680621;Москва;2006;52
Психолог;121256;2243920;Любляна;2005;39
Учитель;115871;9736646;Артейхо;2012;19
IT-специалист;141448;3208167;Вильявисиоса;2004;38
Врач;176976;2975942;Фигерас;2012;43
Повар;74514;4691596;Картахена;2012;38
Косметолог;151559;9935698;Баку;2012;21
Менеджер;45659;9075235;Луарка;2015;40
Менеджер;115938;3930478;Луарка;2000;49
Бухгалтер;58132;6797043;Прага;2003;64
Продавец;181492;6466076;Лас-Росас;2011;44
Косметолог;169162;5521539;Ереван;2014;54
Повар;174364;4826629;Тирана;2009;25
Психолог;80127;1795129;Вильявисиоса;2015;29
Учитель;106164;7973227;Вильнюс;2016;27
Психолог;177949;1877829;Краков;2012;53
Продавец;61476;5776273;Белград;2016;60
Продавец;187029;5853053;Афины;2005;36
Менеджер;43880;4128388;Самора;2006;45
Архитектор;194866;3831973;Махадаонда;2004;44
Оператор call-центра;120178;9837447;Хихон;2002;59
Продавец;46104;3630090;Санхенхо;2010;62
Водитель;41875;5712553;Мерида;2001;55
Инженер;40348;5573098;Ла-Корунья;2017;60
Повар;184097;4279262;Ла-Корунья;2017;52
Косметолог;104377;2087224;Эльче;2006;44
Психолог;43940;4729192;Барселона;2022;35
IT-специалист;152220;9578236;Прага;2000;59
Бухгалтер;62604;1074152;Краков;2005;55
Инженер;28614;5061750;Самора;2009;37
Психолог;70377;8606140;Семана;2009;21
Продавец;89653;1058450;Сьюдад-Реаль;2003;64
Архитектор;61793;4467115;Минск;2003;51
