job;salary;id;city;year;age
Архитектор;77907;6255488;Льейда;2007;24
Бухгалтер;127227;2567746;Камбадос;2005;18
IT-специалист;149647;7526922;Луго;2003;46
Менеджер;185540;7984190;Тирана;2009;55
Архитектор;168950;6404118;Фигерас;2017;41
Оператор call-центра;84076;9738517;Семана;2011;42
Водитель;70823;3850656;Севилья;2015;22
Бухгалтер;149644;7965463;Малага;2003;42
IT-специалист;183611;2760885;Москва;2018;57
Продавец;169826;8159439;Луго;2021;58
Программист;20186;9327521;Луарка;2004;30
Повар;91897;2543814;Санкт-Петербург;1999;59
Медсестра;44670;2913683;Бильбао;2012;52
Медсестра;178260;5251800;Артейхо;1999;65
Косметолог;101982;6737508;Куэнка;2000;43
Строитель;157308;1019368;Алькала-де-Энарес;2017;57
Повар;78394;5646250;София;2012;32
Архитектор;65158;2798117;Хихон;2004;45
Врач;192690;2268930;Виго;2022;27
Медсестра;168519;3680984;Севилья;2019;54
Строитель;110021;8407721;Краков;2019;24
Врач;74204;4464781;Семана;2005;52
IT-специалист;90297;5358357;Краков;2019;20
Врач;75184;5383814;Эль-Пуэрто-де-Санта-Мария;2018;38
Строитель;37161;8912144;Сантьяго-де-Компостела;2012;61
Программист;66335;5693228;Тирана;2019;44
Врач;151293;4856326;Алькала-де-Энарес;2013;50
Повар;133440;5741735;Прага;2012;62
Менеджер;29601;3856848;Льейда;2019;28
Водитель;104262;6663111;Осера;2001;19
Повар;25636;3164280;Осера;2003;64
Водитель;67546;2516503;Рига;2013;51
IT-специалист;144050;2633014;Малага;2008;60
Психолог;64761;6714338;Вильявисиоса;1999;63
Программист;106359;6679970;Бургос;2005;24
Врач;21313;1637548;Баку;2004;26
Учитель;110656;5903945;Будапешт;2012;42
Оператор call-центра;81604;8480254;Бланес;2007;60
Архитектор;48216;1847936;Прага;1999;59
Инженер;162794;1109817;Осера;2016;65
Водитель;98507;3446728;Бланес;2005;62
Менеджер;143767;7571757;Кишинев;2001;18
Косметолог;46758;1819990;Вильявисиоса;1999;64
Архитектор;69981;5879767;Прага;2008;40
Медсестра;194296;1725566;Вильнюс;2018;62
Строитель;129292;4863164;Лас-Росас;2004;20
Врач;130224;4826585;Прага;2005;42
Архитектор;40213;7328070;Краков;2016;25
Бухгалтер;110345;3737798;Краков;2006;34
Бухгалтер;109980;7341959;Бургос;2020;48
Программист;64281;2303234;Аликанте;2018;61
Повар;147752;5676848;Хихон;2012;19
Программист;167987;5376142;Виго;2000;41
Повар;33907;8700906;Монсон;2008;39
Строитель;135815;8898531;Льейда;2022;37
Оператор call-центра;111435;3271691;Эль-Пуэрто-де-Санта-Мария;2008;23
Архитектор;71262;6549660;Рига;2021;51
Оператор call-центра;96878;4958830;Навалькарнеро;2018;19
Продавец;114759;9418567;Бишкек;2020;40
Учитель;174323;9608213;Тудела;2016;38
Медсестра;41614;7558714;Краков;2013;42
Водитель;164488;8563149;Мерида;2012;40
Медсестра;100357;5155238;Льейда;2015;20
IT-специалист;104857;3091149;Виго;2000;51
Водитель;64914;8277193;Ла-Корунья;2019;37
IT-специалист;121315;8014678;Астана;2006;23
Программист;192938;7276648;Алькала-де-Энарес;2006;65
Психолог;173707;8250391;Хельсинки;2004;31
Менеджер;27179;8056568;Вроцлав;2001;22
Учитель;23133;2663522;Сантьяго-де-Компостела;2005;62
Учитель;69361;1036548;Кишинев;2015;40
Бухгалтер;64852;9250797;Сьюдад-Реаль;2003;24
Врач;67423;4246981;Сеговия;2012;38
Учитель;177243;9521014;Эль-Пуэрто-де-Санта-Мария;2021;18
Водитель;181239;5161521;Астана;2007;52
Бухгалтер;129263;1123695;Любляна;2007;22
Программист;75047;3004064;Ереван;2018;22
Оператор call-центра;166562;1178368;Сьюдад-Реаль;2019;27
Бухгалтер;167693;9224474;Таллин;1999;40
Строитель;88715;3224127;Эль-Пуэрто-де-Санта-Мария;2007;55
Программист;112444;2809968;Скопье;2019;21
Бухгалтер;106727;8041196;Эль-Пуэрто-де-Санта-Мария;2021;30
Продавец;36223;8589200;София;2015;34
Архитектор;100287;5034707;Аликанте;2022;45
IT-специалист;27971;5547555;Ла-Корунья;2003;42
Повар;159342;8324983;Тирана;2017;43
Бухгалтер;21797;6544305;Пласенсия;2002;54
Бухгалтер;26422;1984746;Алькала-де-Энарес;2020;34
Продавец;138571;8760971;Эльче;2000;60
Косметолог;58152;5832212;Эльче;2022;41
Строитель;168774;8043439;Касерес;2002;37
Архитектор;195506;4977231;Сантьяго-де-Компостела;2020;50
Повар;109284;4143380;Вильявисиоса;2021;63
Оператор call-центра;131617;2246994;Москва;2020;45
Врач;107739;2098139;Лас-Росас;2009;22
Бухгалтер;50351;4999951;Санхенхо;2015;28
Программист;175194;9093908;Осера;2022;29
Учитель;47596;7477793;Москва;2004;52
Менеджер;60386;4680038;Мартоса;2006;40
Водитель;118968;5135451;Ла-Корунья;2016;61
Водитель;97013;9268109;Белград;2007;31
Психолог;119027;1630770;Кадакес;2009;30
Строитель;41337;7985330;Камбадос;2007;24
Архитектор;122711;7482153;Кадакес;2007;54
Врач;97344;8087391;Сараево;2017;23
Продавец;47051;9754388;Эль-Пуэрто-де-Санта-Мария;2014;29
Архитектор;97581;5789989;Скопье;2007;61
Водитель;88604;3386729;Сантьяго-де-Компостела;2003;23
Продавец;191014;8411841;Сантьяго-де-Компостела;2020;50
Инженер;67856;6793250;Астана;2006;21
Менеджер;119718;4127986;Виго;2011;36
Врач;48705;2681509;Гранада;2003;30
Менеджер;26558;5849695;Куэнка;2014;53
Психолог;171879;7667291;Картахена;2014;22
Оператор call-центра;197185;8936840;Сантьяго-де-Компостела;2001;39
Повар;77716;9427642;Минск;2016;36
IT-специалист;145742;6757648;Мурсия;2020;60
Косметолог;99036;2483929;Будапешт;2020;47
Психолог;158948;4622019;Алма-Ата;2022;45
Оператор call-центра;66469;1010572;Будапешт;1999;52
Архитектор;151968;9211105;Бургос;2003;56
Водитель;21671;6477091;Прага;2009;37
Косметолог;79364;3816195;Навалькарнеро;2021;47
Строитель;145969;5771549;Сантьяго-де-Компостела;2011;65
Медсестра;35377;6034718;Санкт-Петербург;2013;28
IT-специалист;127206;8346828;Сьюдад-Реаль;2005;19
Медсестра;101344;2075425;Сан-Себастьян;2022;48
Косметолог;49131;7803364;Сеговия;2021;62
Оператор call-центра;103585;4375349;Овьедо;2001;62
IT-специалист;134429;5694555;Скопье;2021;49
Продавец;46648;4185138;Санхенхо;2020;20
IT-специалист;35624;2102833;Рига;2011;32
Бухгалтер;150779;1422115;Аликанте;2022;26
Косметолог;145098;8620632;Москва;2005;63
Бухгалтер;139564;5914159;Загреб;2013;61
Оператор call-центра;56579;8591963;Рига;2020;58
