job;salary;id;city;year;age
Учитель;180321;6833853;Минск;2011;25
Продавец;83298;6600771;Загреб;2018;47
Психолог;83997;9603167;Малага;2014;29
IT-специалист;172439;8455569;Пласенсия;1999;27
Водитель;22849;8856750;Лас-Росас;2005;30
Косметолог;50180;2434657;Хельсинки;2015;49
Учитель;108781;2612013;Луго;2013;40
Продавец;38702;1554413;Лас-Росас;1999;63
Программист;134435;5934228;Монсон;2004;53
Медсестра;141228;1457353;Луго;2018;49
Бухгалтер;50817;8972566;Краков;2013;26
Психолог;169050;9248597;Ла-Корунья;2018;48
Оператор call-центра;36288;7665009;Артейхо;2009;32
Учитель;175747;2765538;Краков;2010;18
Медсестра;163718;3741395;Фигерас;2004;36
Водитель;186588;7774513;Санхенхо;2010;38
Психолог;68999;5578552;Луго;2019;35
Программист;126193;4123543;Мадрид;2014;35
Архитектор;87767;5387489;Прага;2016;37
Строитель;174577;5892860;Любляна;2012;40
Менеджер;86636;1576335;Эльче;2001;18
Повар;50988;7702630;Москва;2008;53
Инженер;127549;9439390;Хихон;2011;46
Бухгалтер;172867;6874576;Тбилиси;2015;55
IT-специалист;32510;8043855;Подгорица;2001;18
Продавец;98242;3974953;Камбадос;2018;46
Менеджер;102823;2021453;Хихон;2014;50
Оператор call-центра;32763;6984113;Касерес;2000;61
Инженер;147192;4372100;Сантьяго-де-Компостела;2018;20
IT-специалист;168366;3219521;Рига;2008;54
Продавец;91477;2103518;Санкт-Петербург;2017;32
Косметолог;179554;3893006;Камбадос;2021;48
Медсестра;141659;5121668;Мурсия;2015;29
Строитель;115040;4801120;Вильявисиоса;2022;33
Менеджер;78379;5181543;Льейда;2010;38
Продавец;102019;1679959;Тарраса;2007;61
Продавец;37069;7935748;София;2011;56
Медсестра;135614;7851741;Камбадос;2018;47
Психолог;84649;3148657;Эльче;2020;40
Психолог;156221;2786539;Хихон;2002;56
Водитель;191332;4960507;Будапешт;1999;45
Психолог;84302;3648617;Вальядолид;2009;45
Оператор call-центра;107566;9764268;Ла-Корунья;1999;47
Инженер;182788;5775104;Эльче;2001;28
IT-специалист;72091;8567553;Артейхо;2021;34
Учитель;69646;2490598;Санхенхо;2013;62
Учитель;167440;2381087;Осера;2008;26
Повар;61116;3618442;Вильявисиоса;2017;35
Врач;107688;7301814;Варшава;2018;25
Косметолог;169311;6112393;Артейхо;2017;56
Косметолог;23946;5751893;Пласенсия;2015;24
Водитель;136961;7797497;Белград;2016;18
Оператор call-центра;87065;7679523;Лас-Росас;2014;19
Врач;32606;5062553;Осера;2006;34
Менеджер;165002;7792400;Таллин;2013;25
Бухгалтер;117139;1045776;Алма-Ата;2014;25
Учитель;92868;8455083;Барселона;2020;52
Психолог;26089;1376599;Москва;2007;50
Менеджер;153784;5627491;Афины;2000;58
Архитектор;80938;7330070;Тудела;2011;21
Косметолог;145615;7300272;Белград;2008;20
Медсестра;194415;6829445;Сория;2021;25
Оператор call-центра;70667;4514457;Загреб;2005;32
Косметолог;53265;2066038;Льейда;2014;30
Бухгалтер;36319;7603318;Трухильо;2017;56
Бухгалтер;25342;2906207;Трухильо;2013;32
Учитель;104548;8623466;Скопье;2004;29
Архитектор;93466;3996031;Мартоса;2018;21
Врач;104114;5482175;Пласенсия;2002;38
