job;salary;id;city;year;age
Продавец;188564;6279494;Сараево;2003;31
Учитель;92297;5442493;Барселона;1999;20
Строитель;141775;4279608;Сория;2017;18
Архитектор;163071;8095324;Ла-Корунья;2002;19
Продавец;164203;7617695;Эльче;2006;57
Водитель;104738;9287401;Артейхо;2017;55
Программист;103649;2176148;Лас-Росас;2013;46
Программист;90928;9204257;Пласенсия;2016;63
Врач;81790;3317852;Севилья;2021;51
Учитель;124396;9602370;Луго;2007;41
Медсестра;75370;6606039;Душанбе;2015;39
Врач;151081;7406463;Фигерас;2008;32
Косметолог;39475;4376725;Сеговия;2012;28
Водитель;69542;3137375;Варшава;2006;53
Архитектор;114471;8825676;Касерес;2013;65
Продавец;47712;8689988;Тарраса;2011;22
Инженер;74264;5347564;Хихон;1999;29
Медсестра;83471;1562914;Махадаонда;2000;64
Бухгалтер;69259;2212464;Сеговия;2004;28
Медсестра;22614;5519263;Валенсия;2014;54
IT-специалист;144155;2048578;Фигерас;2002;27
Инженер;83598;6679363;Эльче;2017;57
Архитектор;186534;8284907;Душанбе;2012;32
Архитектор;42561;5620014;Загреб;2017;54
Учитель;143437;4285642;Тарраса;2012;39
Врач;111709;9895816;Душанбе;2014;22
Психолог;166184;3926119;Тарраса;2013;65
Оператор call-центра;26937;1140358;Тарраса;2016;65
Менеджер;161277;1174835;Афины;2018;60
Программист;129355;4609518;Тарраса;2009;22
Психолог;41317;9021751;Сан-Себастьян;2007;63
Программист;79836;4792255;Тудела;2005;50
Косметолог;65503;1742064;Семана;2007;52
Архитектор;125888;1272740;Сан-Себастьян;2014;62
Программист;120001;7940512;Мерида;2015;19
Косметолог;158327;7898839;Варшава;2011;23
IT-специалист;35866;8413101;Сеговия;2018;21
IT-специалист;42145;6805367;Афины;2013;58
Врач;46627;1991695;Хихон;2011;54
Строитель;38250;6024196;Санкт-Петербург;2011;62
Учитель;128733;4473696;Бишкек;2013;25
Психолог;98580;1220534;Самора;2022;50
Психолог;192107;1332578;Навалькарнеро;2015;20
Повар;95766;1078174;Тирана;2013;42
Бухгалтер;132862;3920912;Виго;2010;57
Повар;41178;9644894;Касерес;2006;19
Оператор call-центра;48425;5092888;Овьедо;1999;51
Оператор call-центра;40237;3832276;Севилья;2005;29
Инженер;24789;8539377;Бишкек;2022;58
Оператор call-центра;100851;6585751;Хихон;2008;61
Программист;47363;8799092;Белград;2011;57
Программист;132697;9090977;Луарка;2016;40
Инженер;37040;4224815;Алма-Ата;1999;54
Продавец;184830;1347788;Таллин;2021;29
Косметолог;134360;2555983;Виго;2015;37
Психолог;105748;6042857;Виго;2014;64
Строитель;62545;3505898;Астана;2009;57
Психолог;60026;7989927;Скопье;1999;52
Оператор call-центра;199082;3307231;Самора;2016;46
IT-специалист;187927;9692283;Прага;2008;61
Бухгалтер;91299;1315987;Сеговия;2007;35
IT-специалист;190646;3733740;Ла-Корунья;2007;33
Строитель;111330;4944867;Бишкек;2007;19
Косметолог;185287;9689172;Хихон;2006;53
Инженер;50497;1151781;Ереван;2010;59
Медсестра;175023;4429763;Махадаонда;2016;35
Инженер;44512;8995021;Навалькарнеро;2022;20
Психолог;125711;4378181;Артейхо;2014;19
Психолог;168614;9812388;Сьюдад-Реаль;2015;49
IT-специалист;33604;9170467;Луго;2002;20
Оператор call-центра;136453;1929395;Баку;2019;46
Инженер;48025;5924466;Севилья;2015;26
Психолог;38230;1280695;Тарраса;2002;21
Инженер;153175;1364442;Малага;2010;31
Менеджер;88499;5479592;Тудела;2002;36
Менеджер;192945;6455566;Загреб;2011;38
Продавец;24525;4228632;Осера;2015;21
Водитель;121225;6771312;Тирана;2015;56
Программист;111686;3855736;Вильнюс;2014;46
Косметолог;108112;3842660;Лас-Росас;2007;20
Строитель;104411;3137602;Санкт-Петербург;2008;31
Врач;188261;9047661;Лас-Росас;2007;62
Медсестра;96938;5996650;Астана;2002;35
Бухгалтер;173181;1604793;Баку;2009;22
Бухгалтер;32811;8720189;Бургос;2014;40
Программист;56593;7266479;Осера;2005;46
Водитель;92990;7473581;Хихон;2022;24
Врач;136567;1302053;Афины;2002;42
Водитель;25331;2697657;Бишкек;2000;20
IT-специалист;45897;8573830;Малага;2007;34
Психолог;131867;4389038;Подгорица;2013;21
Архитектор;92830;1150721;Подгорица;2021;53
Психолог;105451;2832900;Краков;2015;37
Косметолог;161615;9266950;Махадаонда;2008;51
Архитектор;162648;4872889;Загреб;2022;56
Врач;62422;5923160;Кишинев;2014;41
Менеджер;56624;6713691;Льейда;2006;36
Водитель;87171;8936074;Барселона;2002;39
IT-специалист;79599;7706538;Тудела;2022;30
Врач;157409;3633681;Душанбе;2005;26
Программист;170591;3401058;Тарраса;2019;46
Бухгалтер;48845;6279697;Осера;2000;24
Водитель;49465;7355054;Подгорица;2009;30
Программист;176465;6719501;Гранада;2021;60
Строитель;187718;5404885;Аликанте;2007;40
Психолог;32395;7402252;Хихон;2004;62
Врач;147816;7768868;Санхенхо;2018;20
IT-специалист;90222;3943309;Мадрид;2015;49
Строитель;143395;1661023;Тарраса;2003;37
Менеджер;60406;1291283;Сория;1999;52
Косметолог;76209;5512663;Санхенхо;2007;33
Косметолог;103082;9897771;Тудела;2008;27
Косметолог;52526;9100993;Санкт-Петербург;2008;51
Психолог;141800;6367545;Хельсинки;2013;58
Медсестра;30530;7463937;Эльче;2015;20
Инженер;26789;5200485;Барселона;2016;29
Водитель;194219;4544829;Севилья;2022;48
Программист;102086;7963433;Бишкек;2019;59
Косметолог;175186;4272667;Алма-Ата;2022;41
Повар;85865;1798770;Рига;2012;56
Строитель;83862;5267681;Эльче;2020;27
IT-специалист;78694;4827998;Трухильо;2012;51
Косметолог;44121;8799046;Мурсия;2011;49
Психолог;69309;3720915;Ташкент;2009;61
Врач;129407;8497015;Сория;2015;40
Программист;195009;4052450;Бургос;2000;50
Медсестра;35064;5388678;Кишинев;2013;43
IT-специалист;139926;6242134;Алма-Ата;2002;29
Программист;178667;7807894;Афины;2018;31
Продавец;74895;3296053;Тудела;2017;50
Врач;135690;4751833;Сантьяго-де-Компостела;2015;41
Медсестра;27090;5309574;Любляна;2018;45
