job;salary;id;city;year;age
Психолог;25937;3479636;Фигерас;2012;52
Учитель;99894;9772029;Фигерас;2022;29
Водитель;60089;5108600;Хельсинки;2006;61
Архитектор;95263;7053095;Артейхо;2005;48
Инженер;133390;9490769;Тарраса;2014;18
Бухгалтер;87652;6350409;Мерида;2005;51
Инженер;97981;5858092;Москва;2016;63
IT-специалист;161223;3656129;София;2000;40
Бухгалтер;127298;2729451;Луарка;2021;29
Оператор call-центра;27983;1869679;Мадрид;2007;38
Менеджер;90204;3826748;Бланес;2011;28
Строитель;60668;7645448;Картахена;2006;35
Психолог;151976;8447222;Мадрид;2021;24
Косметолог;173794;3920252;Алма-Ата;2020;56
Программист;183954;7355815;Бильбао;2021;42
Косметолог;183119;7882335;Москва;2003;57
Архитектор;89505;9686780;Лас-Росас;2006;21
Менеджер;76454;6693105;Хельсинки;2008;38
Врач;52692;7678393;Барселона;2018;59
Архитектор;86672;7638344;Ла-Корунья;2000;20
IT-специалист;136006;6404363;Хихон;2013;48
Программист;28719;7993109;Пласенсия;2015;30
Строитель;117427;8199871;Бланес;2019;34
Учитель;102651;7926726;Тирана;2012;47
Программист;94197;3404357;Осера;2017;56
Менеджер;107545;2413249;Эль-Пуэрто-де-Санта-Мария;2002;39
Продавец;102412;8871574;Мартоса;2012;64
Врач;84279;7908764;Скопье;1999;55
Психолог;36078;5069541;Осера;2021;35
Инженер;146127;6297322;Фигерас;2015;39
Оператор call-центра;53561;4526067;Москва;2014;47
Оператор call-центра;110071;5627778;Луарка;2002;28
Оператор call-центра;93754;2898793;Овьедо;2012;64
Повар;124298;4586865;Навалькарнеро;2006;61
Психолог;56099;6273432;Хельсинки;2006;35
Косметолог;139847;2918577;Льейда;2002;60
Программист;77786;3179938;Ереван;2000;56
Учитель;167466;5440678;Барселона;2014;30
Продавец;148987;3171460;Хельсинки;2019;39
Косметолог;73787;7613502;Ла-Корунья;2015;63
Инженер;37580;1507306;Бланес;2017;43
Бухгалтер;48887;3542478;Сантьяго-де-Компостела;2006;25
Водитель;145915;2975956;Хихон;2002;61
Продавец;49214;4154301;Алькала-де-Энарес;2005;28
Психолог;48169;6844614;Кордова;2015;33
Строитель;102781;7056303;Малага;2016;31
Повар;160958;4124319;Мурсия;2001;59
Медсестра;70329;2204491;Баку;1999;57
IT-специалист;159331;4604648;Луарка;2020;59
Строитель;152904;9643943;Сан-Себастьян;2011;50
Врач;80344;5443367;Мартоса;2017;40
Продавец;148139;5999725;Овьедо;2011;25
Продавец;70593;3254556;Вильнюс;2016;62
Архитектор;100292;8669229;Хельсинки;2019;23
Инженер;102764;4728572;Сьюдад-Реаль;2003;20
Врач;95794;2006462;Эльче;2020;27
Продавец;58502;5823001;Валенсия;2008;23
Оператор call-центра;129899;7645264;Самора;2018;42
Оператор call-центра;184143;8865597;Баку;1999;26
Строитель;141036;8227384;Белград;2021;53
Учитель;106642;1532328;Барселона;2009;29
Инженер;71516;4370982;Навалькарнеро;2007;60
Оператор call-центра;111627;8641916;София;2019;64
Повар;33684;1662354;Загреб;2005;52
Учитель;129575;2545618;Барселона;2018;19
Продавец;111146;8657338;Лас-Росас;2010;52
Архитектор;26594;1851239;Вильявисиоса;2001;49
Продавец;163679;6283684;Фигерас;2013;43
Инженер;112724;7884452;Аликанте;2014;32
Врач;162301;3972956;Пласенсия;2020;21
Продавец;189970;1959952;Сеговия;2013;41
Архитектор;148459;5163366;Прага;2016;42
Продавец;97423;4370102;Картахена;2001;38
Программист;134627;7346525;Лас-Росас;2005;57
Врач;57177;3276112;Сория;2015;60
Учитель;96388;1135051;Тирана;2012;32
Косметолог;199684;9318181;Алькала-де-Энарес;2017;54
Оператор call-центра;49977;1808990;Варшава;2017;55
Программист;138057;3292380;Бургос;2018;47
Косметолог;48309;8138967;Эль-Пуэрто-де-Санта-Мария;2017;23
Менеджер;75598;7939421;Москва;2009;63
Повар;103425;3950330;Трухильо;2000;64
Врач;43570;4092196;Эльче;2014;63
Водитель;50534;3999043;Санхенхо;2001;56
Оператор call-центра;53912;6804597;София;2000;19
Врач;34573;3256254;Хихон;2014;65
Строитель;197395;8567370;Скопье;2016;65
