job;salary;id;city;year;age
Повар;68814;2044010;Вроцлав;2017;64
Программист;109200;2011965;Самора;2020;63
Психолог;72248;8902025;Монсон;2014;55
Архитектор;130642;9812404;Тирана;2000;46
Архитектор;123268;8937993;Кишинев;2011;32
Продавец;125000;7124036;Сантьяго-де-Компостела;2016;35
IT-специалист;127434;9786863;Сория;2021;49
IT-специалист;40504;8387137;Мерида;2022;32
Водитель;171687;1324995;Овьедо;2008;60
Оператор call-центра;72361;1758978;Сьюдад-Реаль;2000;64
Психолог;98092;3123902;Ереван;2017;26
Повар;132424;8731662;Афины;1999;60
Архитектор;64508;2636911;Льейда;2006;47
Косметолог;36087;4023213;Картахена;2018;33
Менеджер;83702;3732009;Мадрид;2014;33
Бухгалтер;169240;5413793;Сан-Себастьян;2006;61
Косметолог;38664;2590357;Лас-Росас;2007;46
Медсестра;126818;3350779;Прага;2016;32
IT-специалист;42335;4496416;Сан-Себастьян;2016;64
Косметолог;50340;2694559;Мадрид;2003;56
Менеджер;125951;9124804;Мерида;2010;30
Водитель;61629;7990458;Варшава;2004;42
Архитектор;167016;5416652;Хихон;2009;42
IT-специалист;134136;2449115;Бишкек;2009;47
Программист;95041;9929795;Кадакес;2003;21
Строитель;69641;7416877;Тудела;2016;24
Медсестра;67444;2033650;Ла-Корунья;2020;44
Повар;75048;5567510;Вроцлав;2018;63
Врач;192678;7092980;Пласенсия;2020;39
Строитель;133035;7953324;Алькала-де-Энарес;2003;33
Архитектор;161934;2833850;Осера;2019;34
Косметолог;93350;8775669;Загреб;2012;59
Учитель;192753;8300639;Картахена;2015;58
Водитель;97786;1405362;Гранада;2018;46
Водитель;38649;6671291;Сория;2015;54
Медсестра;125109;2228860;Навалькарнеро;2010;21
Учитель;73485;7779682;Сантьяго-де-Компостела;2015;57
Психолог;99260;2804270;Кордова;2004;58
Повар;133678;6123805;Рига;2007;38
Инженер;22737;1888969;Махадаонда;2016;27
Водитель;98851;4787762;Скопье;2006;56
Продавец;158347;5957387;Касерес;2009;35
Строитель;174651;1654677;Мартоса;2006;48
Строитель;198133;1532635;Кордова;2008;32
Учитель;139767;6810401;Сараево;2006;34
Психолог;118187;8923020;Осера;2000;31
Учитель;108861;6261352;Сараево;2006;49
Программист;46809;3962041;Вильявисиоса;2005;50
Оператор call-центра;128357;9123497;Осера;2000;34
Медсестра;73439;7233984;Овьедо;2009;50
Менеджер;108977;2676020;Куэнка;2003;64
Врач;117845;1173846;Ташкент;2011;31
IT-специалист;136053;6605398;Астана;2002;27
Программист;42383;5466034;Вильнюс;2009;24
Архитектор;161217;1312814;Ташкент;2020;55
Бухгалтер;53586;2823385;Гранада;2000;34
Бухгалтер;125459;6600256;Сьюдад-Реаль;2011;52
Косметолог;176880;2835938;Тбилиси;2014;34
Водитель;102859;3784127;Баку;2008;31
IT-специалист;21476;1906404;Мадрид;2014;31
Повар;163780;8404964;Кадакес;2006;58
Строитель;137204;1206167;Ла-Корунья;1999;45
Менеджер;101346;9990897;Ереван;2005;50
Оператор call-центра;57544;9173184;Вильнюс;2009;28
Повар;150228;6483283;Ташкент;2020;29
Оператор call-центра;79165;6102631;Сеговия;2012;25
Водитель;69782;5138518;Бильбао;2022;43
Врач;82721;6679271;Куэнка;2016;43
Программист;43431;2815237;Овьедо;2006;42
Программист;162532;6377330;Малага;2007;61
Косметолог;96676;2024130;Осера;2010;64
Психолог;152683;2742965;Сан-Себастьян;2013;33
Инженер;182937;6303019;Вроцлав;2012;51
Водитель;139593;2596607;Артейхо;2021;23
Менеджер;134882;8671478;Льейда;2003;32
Строитель;43897;9408594;Алма-Ата;2008;26
Оператор call-центра;38321;1133569;Луго;2019;23
IT-специалист;177455;3500268;Алькала-де-Энарес;2002;47
Медсестра;70979;8338012;Алма-Ата;2022;55
Архитектор;89381;7188311;Фигерас;2020;42
Строитель;70109;7424981;Аликанте;2010;57
Инженер;36173;3013914;Луго;2000;49
IT-специалист;197494;5668204;Навалькарнеро;2008;28
Оператор call-центра;148692;3937983;Барселона;2014;25
Программист;97126;9847951;Кордова;2006;60
Медсестра;187697;6146413;Махадаонда;2006;50
Строитель;47002;1935006;Малага;2022;32
Архитектор;191518;9597583;Семана;2016;42
IT-специалист;138218;3980018;Тбилиси;2017;34
Бухгалтер;127515;4738473;Душанбе;2001;44
Психолог;183854;7393151;Махадаонда;2020;62
Учитель;85281;8265183;Алькала-де-Энарес;2015;27
Менеджер;28326;6125946;Луго;2007;62
Оператор call-центра;152842;7619751;Гранада;2004;29
Программист;194308;4275547;Сантьяго-де-Компостела;2003;62
IT-специалист;34636;1137712;Загреб;2018;19
Инженер;113714;2049635;Сьюдад-Реаль;2008;25
Повар;100984;2170858;Мурсия;2020;36
Повар;106637;4912832;Хихон;2012;22
Бухгалтер;60770;9148495;Осера;2002;41
IT-специалист;92780;8507355;Овьедо;2001;20
Оператор call-центра;54519;3780183;Сория;2004;49
Архитектор;140557;8490954;Эль-Пуэрто-де-Санта-Мария;2020;20
Менеджер;82491;4564887;Сантьяго-де-Компостела;2021;29
Продавец;90453;4319315;Хельсинки;2018;47
Косметолог;107299;4152657;Лас-Росас;2001;61
Строитель;44646;2404129;Бильбао;2016;48
Учитель;168444;8306640;Сантьяго-де-Компостела;2016;30
IT-специалист;119965;8987425;Пласенсия;2015;28
Учитель;76115;4875020;Картахена;2013;59
Оператор call-центра;159640;1872441;Сория;2010;46
Водитель;97018;3792904;Бургос;2012;44
Повар;178483;1450251;Тирана;2018;41
Инженер;35186;6473614;Вильявисиоса;2016;33
Учитель;108114;5430457;Бургос;2002;36
Программист;187735;8990139;Сараево;2014;59
Психолог;186889;9569613;Санкт-Петербург;2001;32
Инженер;81720;4060099;Тудела;2010;61
Учитель;101473;7746799;Мартоса;2013;37
Бухгалтер;74181;8480902;Луарка;2015;61
Инженер;67352;3337083;Авилес;2018;31
Врач;58246;5744568;Москва;2000;37
Повар;53853;2039936;Тудела;2019;44
Бухгалтер;130301;8551753;Осера;2000;37
