job;salary;id;city;year;age
Психолог;39915;2274395;Любляна;2015;24
IT-специалист;41285;9950519;Навалькарнеро;2006;64
Водитель;37441;3080902;Артейхо;2013;55
Медсестра;59233;7591737;Пласенсия;2004;37
Врач;42599;6350799;Валенсия;2009;41
Врач;172899;4138927;Бланес;1999;32
Медсестра;126136;5251858;Прага;2016;57
Программист;66938;4164258;Краков;2009;57
Бухгалтер;139194;3750808;Сеговия;1999;48
Врач;178024;1064655;Малага;2017;60
Строитель;191321;8185043;Санкт-Петербург;2017;43
Программист;89851;5839647;Вальядолид;2014;36
Водитель;187153;1249096;Таллин;2003;39
Строитель;37619;4258780;Тарраса;2006;33
Программист;48605;8069569;Душанбе;2009;31
Врач;87158;1899150;Мадрид;2010;53
Врач;74119;2072681;Загреб;2017;33
Инженер;195566;6404222;Пласенсия;2010;56
Инженер;141918;6664241;Вроцлав;2021;45
Инженер;160565;7259604;Тарраса;2010;46
Косметолог;145127;9970242;Семана;2004;41
Продавец;141057;5445495;Минск;1999;46
Повар;76359;5062330;Любляна;1999;32
Водитель;161240;7732399;Сория;2001;27
Врач;122790;5842410;Душанбе;2000;21
Архитектор;178278;2648407;Луго;2000;22
Оператор call-центра;129265;1986850;Бильбао;2010;51
Бухгалтер;112085;3710765;Севилья;2007;32
Архитектор;127891;7261729;Пласенсия;2004;41
Оператор call-центра;106837;5082031;Бланес;2020;54
Психолог;146764;5947686;Алма-Ата;2013;34
Косметолог;31131;6329151;Валенсия;2011;29
Архитектор;81321;7117706;Вильявисиоса;2003;21
Психолог;34791;6352574;Льейда;2021;34
Архитектор;192523;8828949;Алма-Ата;2009;56
Менеджер;194699;9487496;Москва;2000;28
Медсестра;64579;1941994;Ташкент;2002;55
Инженер;183940;4218603;Вроцлав;2001;22
Архитектор;169420;8878018;Вильявисиоса;2016;39
IT-специалист;75067;9660475;Бишкек;2016;23
Повар;95107;1036725;Мартоса;2018;44
Архитектор;160824;4166234;Белград;2005;64
Продавец;167975;8014266;Афины;2004;62
Психолог;91674;8898018;Кадакес;2012;51
Строитель;169687;7111900;Сантьяго-де-Компостела;2002;32
Водитель;26400;8065729;Краков;2017;60
Менеджер;54069;8840797;Вроцлав;2004;36
Психолог;54675;2103027;Хихон;2015;59
Повар;135710;2160028;Навалькарнеро;2017;46
Продавец;121474;6994094;Самора;2010;60
Инженер;151865;1494150;Навалькарнеро;2015;65
Продавец;34153;6476741;Осера;2018;24
Программист;66881;6836071;Вроцлав;2008;58
Учитель;45007;4679254;Кишинев;1999;61
Повар;119440;1215387;Санхенхо;2016;43
Архитектор;116344;7595586;Алма-Ата;1999;34
Менеджер;136805;5088072;Мурсия;2009;23
Косметолог;153075;9857506;Луго;2011;29
Водитель;109698;2649017;Любляна;2015;47
Менеджер;162639;3797606;Самора;2017;47
Оператор call-центра;139298;4970892;Подгорица;2020;51
Водитель;43359;2319757;Луарка;2015;45
Повар;44514;5436104;Луарка;2018;56
Медсестра;89711;7023861;Льейда;2014;65
Инженер;64672;4087602;Сараево;2002;61
Инженер;148604;9002150;Камбадос;2022;50
IT-специалист;51402;6568142;Хихон;2005;57
Учитель;51795;1812485;Виго;2008;36
Оператор call-центра;148064;8975872;Афины;2017;55
Оператор call-центра;32485;2289912;Таллин;2010;26
Медсестра;46070;7111649;Аликанте;1999;35
Строитель;132391;6613400;Рига;2011;20
Инженер;107309;9144987;Прага;2018;45
Программист;100627;2669731;Загреб;2002;44
Инженер;171812;6162664;Мерида;2009;23
Косметолог;159860;7393197;Махадаонда;2006;62
Водитель;142178;1393925;Овьедо;2003;57
Психолог;65540;9863811;Вальядолид;2018;37
Врач;107814;6360993;Артейхо;2002;30
Медсестра;149793;7538544;Бильбао;2000;57
Архитектор;176377;8862739;Барселона;2002;35
Программист;41742;9751995;Сория;2021;59
Оператор call-центра;115456;8824659;Барселона;2021;31
Врач;184324;4857207;Ереван;2001;44
Косметолог;187590;2446287;Сьюдад-Реаль;2016;36
Бухгалтер;199205;3521736;Бильбао;2010;30
Менеджер;172450;7913901;Прага;2008;63
Бухгалтер;117610;4099574;Душанбе;2000;53
Учитель;37517;7239806;Кордова;2002;65
Архитектор;42776;2329746;Тбилиси;2008;38
