job;salary;id;city;year;age
Продавец;61807;4601368;Фигерас;2002;58
Оператор call-центра;34075;1550915;Льейда;1999;48
Врач;167979;8402211;Рига;2013;56
Менеджер;118646;9067028;Осера;2006;43
IT-специалист;118637;3993812;Кадакес;2005;23
Строитель;22005;3196376;Алькала-де-Энарес;1999;60
Врач;45088;7809002;Эль-Пуэрто-де-Санта-Мария;2000;18
Врач;164106;4992607;Ереван;2003;55
Инженер;187177;4149347;Санхенхо;2010;25
Водитель;40780;3884815;Луарка;2000;34
Продавец;71918;3240163;Мурсия;2009;42
Менеджер;53441;6469603;Вроцлав;2012;21
Архитектор;186499;8058387;Душанбе;2000;37
Продавец;94785;1036923;Алькала-де-Энарес;2004;32
IT-специалист;154167;1355820;Тбилиси;1999;18
Врач;155882;9998734;Трухильо;2018;52
Учитель;86787;5864522;Камбадос;2016;59
Косметолог;189320;8758135;Севилья;2008;28
Повар;80755;5259745;Луарка;2000;55
Архитектор;162112;2991250;Тбилиси;2003;26
Учитель;56057;8184340;Загреб;2012;49
Учитель;145466;6634342;Белград;2014;65
Продавец;133788;9673432;Вильнюс;2006;60
Инженер;51356;7362296;Вроцлав;2014;30
Косметолог;135395;1705348;Тудела;2003;61
Медсестра;166981;9130042;Барселона;2010;22
Врач;171119;7012525;Трухильо;2004;20
Косметолог;81571;7190160;Мерида;2018;31
Строитель;80706;7225948;Загреб;2002;54
IT-специалист;27601;2300819;Монсон;2016;62
Строитель;59566;4907982;Кишинев;2000;64
Строитель;169927;9167844;Эль-Пуэрто-де-Санта-Мария;2015;64
Водитель;125417;2581886;Подгорица;2017;41
Косметолог;54895;2062600;Сьюдад-Реаль;2022;31
Медсестра;135542;6466944;Луарка;2016;29
Строитель;100266;2776273;Тудела;2021;31
Инженер;131466;1337080;Барселона;2000;19
Бухгалтер;130350;1344455;Вильнюс;2012;57
Менеджер;68321;2137260;Хихон;2014;29
Оператор call-центра;148525;2112312;Белград;2021;39
Инженер;43162;4088994;Виго;2016;29
Архитектор;146701;9441125;Семана;2004;46
Архитектор;119518;3406997;Лас-Росас;2010;26
Психолог;20006;3922362;Барселона;2004;40
Бухгалтер;85040;4353030;Бургос;2009;23
IT-специалист;103189;7965108;Сеговия;2001;24
Учитель;157528;1335113;Белград;2022;19
Косметолог;143674;3428628;Таллин;2009;18
Косметолог;57445;8043522;Афины;2018;44
Программист;112239;7320951;Любляна;2022;22
Программист;28445;4146818;Луго;2002;50
Учитель;79562;4082719;Будапешт;2004;64
Строитель;94449;2106783;Рига;2020;23
Строитель;47397;3299269;Краков;2015;60
Косметолог;21899;2055791;Белград;2007;60
Косметолог;38006;5410956;Осера;2003;42
IT-специалист;65128;8657323;Тирана;2008;39
Медсестра;59800;4000156;Минск;2015;26
Повар;31001;2296887;Самора;2005;26
Повар;110263;9871956;Артейхо;2015;54
Врач;162989;3734477;Сьюдад-Реаль;1999;55
Программист;149463;3385044;Душанбе;2001;21
Косметолог;60321;3072882;Осера;2013;58
Повар;71389;2976432;Эльче;1999;33
Архитектор;32060;6416385;Гранада;2018;45
Менеджер;50059;8511972;Баку;2006;51
Архитектор;169413;4114447;Монсон;2011;34
Менеджер;37303;5364741;Вальядолид;2021;45
Косметолог;85901;8192374;Таллин;2009;36
Архитектор;63135;2829659;Эль-Пуэрто-де-Санта-Мария;2007;37
Инженер;102621;2778255;Тбилиси;2009;27
Программист;124015;1185862;Вроцлав;2021;46
Строитель;69273;4816248;Осера;2022;51
Психолог;81258;3364405;Ташкент;2016;30
Врач;154747;2674102;Авилес;2016;18
Менеджер;157590;2612845;Камбадос;2014;63
Медсестра;40867;2678381;Севилья;2000;48
Повар;158757;1844968;Бургос;2002;48
Оператор call-центра;61400;3570971;Тарраса;2012;19
Учитель;63468;9592627;Санхенхо;2011;55
Косметолог;198503;7802522;Артейхо;2012;22
Водитель;23527;7431457;Эльче;2002;45
Косметолог;129717;7248584;Афины;2022;49
