job;salary;id;city;year;age
Архитектор;135582;5597801;Вильявисиоса;2013;19
Повар;175545;2777378;Аликанте;2012;23
Продавец;134690;3049864;Мерида;2020;47
Медсестра;149865;3933526;Картахена;2015;44
IT-специалист;114246;8348654;Монсон;2004;38
Строитель;141043;1671784;Осера;1999;43
Повар;71018;3630610;Сантьяго-де-Компостела;2016;44
Строитель;63139;1480365;Москва;2011;36
Водитель;114380;1842409;Лас-Росас;2017;24
Продавец;68364;3543904;Афины;2000;34
Психолог;184547;2946122;Санкт-Петербург;2022;56
Архитектор;137817;7310814;Картахена;2009;26
IT-специалист;55008;7354962;Кадакес;2019;31
Медсестра;33512;9823653;Картахена;2007;54
Психолог;23179;1195133;Кадакес;2021;27
Строитель;58487;7822065;Бишкек;2013;24
Бухгалтер;184884;9438345;Таллин;2008;52
Продавец;45977;1315190;Сеговия;2014;48
Врач;139158;5729992;Афины;2020;55
Строитель;95840;9164154;Вроцлав;2000;22
Оператор call-центра;31704;3340265;Монсон;2011;41
Врач;52304;4317027;Минск;2009;57
Программист;91316;3408783;Подгорица;2018;30
Инженер;37822;5857095;Прага;2007;26
Продавец;101809;2585230;Афины;2014;60
Продавец;80298;2447323;Мерида;2019;62
Повар;144337;4587340;Афины;2015;18
Медсестра;113201;1412669;Сьюдад-Реаль;1999;36
Программист;172425;8417476;Пласенсия;2012;30
Водитель;32111;6495727;Бильбао;2007;28
Повар;71930;8724981;Трухильо;2002;23
IT-специалист;29838;7811030;Севилья;2000;39
Повар;114873;9245485;Ереван;2006;61
IT-специалист;155869;7400489;Хихон;2015;49
Медсестра;132945;4462295;Сан-Себастьян;2001;42
Водитель;59697;7581824;Хельсинки;2010;65
Менеджер;109683;8416624;Фигерас;2021;49
Учитель;103292;3785104;Баку;2013;54
Бухгалтер;64071;2364202;Кадакес;2011;58
Бухгалтер;66030;1025336;Осера;2022;48
Медсестра;66733;7718815;Белград;2004;49
Косметолог;153741;3232601;Барселона;2020;31
IT-специалист;180967;5022058;Скопье;1999;65
Программист;169071;8703993;Будапешт;2004;39
Повар;154815;7865079;Таллин;2001;19
Бухгалтер;132896;2600265;Мадрид;2014;21
Менеджер;192505;1246332;Краков;2005;47
Медсестра;55942;6141372;Камбадос;2002;41
Учитель;38578;8459978;Мурсия;2007;31
Инженер;42615;5947148;Малага;2010;58
IT-специалист;169193;2707112;Мурсия;2015;44
Медсестра;48207;5173415;Вильнюс;2007;50
Косметолог;132107;4920648;Бургос;2012;22
Продавец;47225;2663840;Минск;2016;44
Учитель;101618;6039788;Вильнюс;2006;19
Водитель;67344;5544284;Эль-Пуэрто-де-Санта-Мария;2001;41
Врач;117842;5770861;Хихон;1999;62
Программист;41705;5673802;Санкт-Петербург;2019;39
Архитектор;86544;7861696;Виго;2008;41
IT-специалист;84186;5235331;Минск;2016;27
Продавец;41082;7327465;Москва;2020;42
Инженер;162858;9698967;Виго;2012;42
Косметолог;43191;7394622;Валенсия;2012;40
Менеджер;150432;2031665;Эль-Пуэрто-де-Санта-Мария;2016;21
Продавец;90758;2880925;Прага;2017;52
Строитель;24617;2184556;Белград;2019;38
Архитектор;64126;9607120;Мерида;2001;64
Архитектор;28581;5379062;Льейда;2002;23
Продавец;33514;3225105;Белград;2010;23
Повар;179230;7988386;Аликанте;2002;51
Учитель;189508;1914989;Эль-Пуэрто-де-Санта-Мария;2018;27
Менеджер;163040;6894073;Осера;2015;27
Врач;115406;5239986;Сан-Себастьян;2013;33
Косметолог;45924;5950005;Картахена;2014;26
Водитель;37332;7053235;Эльче;2017;52
Программист;57673;7370444;Прага;2000;21
Повар;179158;9476254;Алма-Ата;2005;33
Медсестра;141668;6500850;Мурсия;2004;31
Архитектор;124879;8813703;Вильявисиоса;2010;38
Оператор call-центра;157396;5178810;Бильбао;2020;59
Менеджер;198734;1906999;Прага;2000;48
Учитель;197581;7704391;Вильнюс;1999;62
Учитель;147680;2214436;Эльче;2008;30
IT-специалист;124870;3674140;Луарка;2013;32
Врач;123321;9126542;Эльче;2012;40
Косметолог;54270;8086949;Санхенхо;2018;20
Психолог;32860;1060404;Рига;2009;39
Врач;48709;6829736;Мартоса;2000;50
Менеджер;125404;3736891;Эльче;2015;46
Учитель;73501;3236061;Сантьяго-де-Компостела;2002;18
Повар;126920;7182661;Мадрид;1999;20
Менеджер;105655;2127874;Овьедо;2018;47
Врач;189335;9104147;Кордова;2017;31
Повар;174765;6544329;Сория;2010;39
Психолог;191618;3345509;Алькала-де-Энарес;2013;23
Медсестра;158142;6934124;Махадаонда;2008;59
Строитель;67315;3420868;Мурсия;2013;63
Архитектор;95284;4449956;Мадрид;2019;43
Архитектор;161625;4930815;Аликанте;2016;63
Архитектор;183635;4373443;Подгорица;2006;28
Косметолог;59978;6587138;Пласенсия;2004;43
Строитель;193698;2009562;Ереван;2017;20
Бухгалтер;159683;9229616;Загреб;2017;40
Менеджер;114211;5509019;Вильявисиоса;2013;51
IT-специалист;79528;6287210;Прага;2012;42
Врач;41220;7389394;Авилес;2002;40
Психолог;96799;1001213;Алма-Ата;2022;58
Водитель;63516;2233453;Кордова;2008;56
Программист;54331;1484410;Кадакес;2009;35
Водитель;37150;4164155;Осера;2021;60
Косметолог;175452;2298175;Ереван;2022;62
Психолог;115941;6184902;Москва;2017;40
Бухгалтер;67118;3291456;Овьедо;2001;47
Психолог;155052;6581183;Подгорица;2008;18
Программист;84892;4577545;Скопье;2004;25
Менеджер;147852;6229231;Кадакес;2012;63
Медсестра;107130;8223177;Кордова;2006;47
Косметолог;175063;6672194;Загреб;2000;40
Косметолог;107100;2175353;Прага;2021;57
IT-специалист;74397;2483886;Авилес;2018;51
Водитель;91722;5938073;Кишинев;2014;46
Менеджер;153799;7829406;Тбилиси;2008;48
Врач;51809;3292750;Душанбе;2017;39
Повар;85922;4014100;Минск;2000;23
Оператор call-центра;53760;4890554;Загреб;2020;37
