job;salary;id;city;year;age
Бухгалтер;157331;9881983;Афины;2009;40
Косметолог;181963;8844692;Сан-Себастьян;2013;34
Водитель;33074;8815217;Кишинев;2004;65
Инженер;108514;1186930;Бланес;2010;23
Врач;166101;2254105;Мадрид;2012;56
Строитель;183879;5236063;Куэнка;2012;20
Психолог;121120;6742612;Картахена;2008;22
Косметолог;116643;4161209;Рига;2022;64
Медсестра;155922;6918861;Авилес;2006;52
Менеджер;45079;6045497;Москва;2018;38
Строитель;55337;5505969;Прага;2005;61
Менеджер;83477;8831029;Мадрид;2013;22
Медсестра;70133;4581929;Осера;2017;44
Строитель;182380;7976585;Сеговия;2006;42
Медсестра;21431;8900284;Мурсия;2018;25
Косметолог;171359;7939293;Сьюдад-Реаль;2010;18
Менеджер;199786;8136179;Мерида;2014;56
Повар;191927;8263958;Луарка;2002;38
Архитектор;56715;1141757;Сараево;2008;31
Продавец;31755;4549490;Эльче;2011;38
IT-специалист;38037;6071912;Пласенсия;2010;30
Оператор call-центра;100610;9027226;Бильбао;2012;23
Водитель;80288;3505745;Минск;2008;31
Строитель;152824;8577844;Афины;2012;55
Повар;75412;5910995;Осера;2019;55
Повар;126087;4116737;Эльче;2008;54
Косметолог;67309;3965333;Куэнка;2016;50
Архитектор;160783;4578330;Малага;2016;52
Менеджер;120415;5525189;Мартоса;2018;41
Инженер;164078;8459067;Сан-Себастьян;2011;55
Водитель;92124;7471431;Вроцлав;2003;50
Повар;26041;3460110;Будапешт;2003;47
Бухгалтер;65335;3618438;Хихон;2016;52
Оператор call-центра;108074;7389387;Минск;2009;21
Косметолог;96823;4604436;Камбадос;2004;24
Водитель;30711;4817671;Осера;2015;62
Бухгалтер;24485;7646892;Хихон;2013;26
Инженер;55272;1715655;Бишкек;2010;43
Архитектор;176378;8848143;Ереван;2017;55
IT-специалист;166858;9528344;Астана;2011;45
Косметолог;103427;4347396;Будапешт;2018;47
Косметолог;193522;6363883;Бланес;2009;47
Оператор call-центра;174938;1621418;Кордова;2007;32
Учитель;63868;8787613;Подгорица;2007;62
Врач;189026;3699386;Самора;2001;57
Врач;63654;1956576;Пласенсия;2004;43
Учитель;126315;7305262;Будапешт;2022;52
Учитель;192993;5795710;Мартоса;2015;58
Водитель;94162;4617233;Тбилиси;2019;31
Повар;56993;6065026;Лас-Росас;2004;32
IT-специалист;73439;7947076;Тарраса;2017;46
Психолог;110921;4538643;Подгорица;2014;20
Продавец;24685;2574998;Кадакес;2012;54
Учитель;52425;6357554;Сория;2000;42
Продавец;146157;7868945;Льейда;2009;45
Менеджер;61437;7677290;Бланес;2001;20
Бухгалтер;46947;9797024;Осера;2016;30
Врач;121283;6171963;Прага;2018;38
Оператор call-центра;33994;9648461;Тбилиси;2005;61
Медсестра;124760;9007967;Баку;2016;51
IT-специалист;185801;3341252;Эль-Пуэрто-де-Санта-Мария;2008;27
Водитель;46313;5561965;Сория;2015;35
Менеджер;48417;7161189;Прага;2019;65
Инженер;112730;7105609;Кордова;2010;37
Архитектор;185947;3976477;Тарраса;2018;35
Оператор call-центра;84268;2051194;Вальядолид;2008;57
Косметолог;59843;8880339;Скопье;2006;49
Повар;158642;7950515;Лас-Росас;2017;62
Бухгалтер;123513;6318707;Душанбе;2007;54
Инженер;123347;4598639;Хельсинки;2012;45
Менеджер;99023;9004041;Ереван;2006;54
Психолог;191498;2560363;Хельсинки;2018;28
IT-специалист;66241;2871437;Луго;2013;34
Менеджер;118271;8431050;Баку;1999;36
IT-специалист;43496;9156654;Сан-Себастьян;2011;36
Менеджер;132342;2226344;Тбилиси;2022;51
Архитектор;157224;6258313;Бланес;2010;21
Повар;173336;6661777;Мурсия;2006;38
Медсестра;117164;5744077;Самора;2007;24
Учитель;76698;4084914;Санкт-Петербург;2015;65
Медсестра;24883;1897483;Бильбао;2001;37
Повар;175316;6967753;Барселона;2009;52
Инженер;182381;5087187;Осера;2016;37
Архитектор;53486;9159527;Бланес;2016;59
Архитектор;84875;8962452;Тудела;2002;41
Психолог;129060;8167983;Бланес;2000;58
Врач;79970;9567989;Пласенсия;2002;36
Оператор call-центра;111193;4397657;Мурсия;2013;57
Менеджер;73822;4417281;Авилес;2012;26
Архитектор;86165;2650315;Вильявисиоса;2003;23
Продавец;65919;6622641;Овьедо;2021;44
IT-специалист;93601;7882032;Камбадос;2000;44
Строитель;20440;1679328;Скопье;2014;25
Повар;117656;1063131;Санкт-Петербург;2016;34
Строитель;71987;5693885;Кордова;2019;33
Оператор call-центра;185250;6001773;Барселона;2020;58
Инженер;162079;9238034;Варшава;2002;36
Инженер;103856;7871306;Санхенхо;2014;35
Медсестра;51420;7193255;Авилес;2010;45
Медсестра;129118;5639385;Сараево;2020;36
Медсестра;85334;1955778;Бургос;2020;38
Строитель;57886;2818946;Душанбе;2017;30
Косметолог;102165;7557319;Рига;2007;54
Архитектор;29350;3411409;Осера;2017;30
