job;salary;id;city;year;age
Психолог;32095;1804987;Махадаонда;2021;39
Врач;58458;8929835;Луго;2005;45
Бухгалтер;31749;7148349;Загреб;1999;64
Менеджер;187531;2651291;Сантьяго-де-Компостела;2016;59
Программист;47914;6797412;Вроцлав;2002;53
Архитектор;130613;4501145;Загреб;2005;20
Продавец;132858;8901178;Сан-Себастьян;2015;33
Медсестра;24024;6288581;Картахена;2013;54
Инженер;117860;8822685;Фигерас;2020;33
Водитель;141264;5150287;Мадрид;2021;21
Менеджер;69036;4062602;Мартоса;2019;40
Программист;189292;2987889;Виго;2007;21
Менеджер;118986;9008580;Артейхо;2001;34
Учитель;45485;5891541;Астана;2021;54
Бухгалтер;195987;5584144;Сеговия;2000;61
Медсестра;164663;4521627;Любляна;2007;44
Косметолог;182426;4507160;Любляна;2018;26
Медсестра;56347;7154047;Кишинев;1999;58
Врач;181363;8046268;Сантьяго-де-Компостела;2019;21
Психолог;53395;4658744;Подгорица;2010;33
Менеджер;111924;8952951;Луго;2011;30
Водитель;108881;1943465;Бланес;2013;18
Бухгалтер;73049;1793116;Таллин;2016;52
Продавец;33029;9328135;Кишинев;2015;45
Учитель;107329;7038438;Авилес;2020;55
Архитектор;99223;7644116;Барселона;2017;62
Медсестра;33125;9443875;Баку;2007;24
Бухгалтер;170416;2976615;Любляна;2021;52
Водитель;59427;7940270;Мартоса;2008;55
Архитектор;133808;3907732;Краков;2002;25
Повар;24081;1802803;Самора;2022;52
Медсестра;193413;6678331;Фигерас;2002;61
Архитектор;93084;2277199;Навалькарнеро;2016;44
Строитель;72866;3572956;Вроцлав;2017;63
Оператор call-центра;25130;2002837;Луарка;2020;64
Учитель;74283;6990009;Ла-Корунья;2019;61
Инженер;54521;9110941;Афины;2008;19
Менеджер;147267;5893624;Навалькарнеро;2011;61
Психолог;179226;8793070;Мерида;1999;65
Оператор call-центра;187499;9479976;Сьюдад-Реаль;2006;47
Учитель;116001;5329946;Мурсия;1999;30
Инженер;99281;9330972;Бланес;2003;46
Архитектор;133356;6513617;Севилья;2012;33
Бухгалтер;37201;5093736;Виго;2012;49
Медсестра;120212;1379755;Эльче;2002;18
Инженер;154417;3695836;Рига;1999;52
Программист;84327;3316068;Будапешт;2018;24
Программист;24547;9886989;Алькала-де-Энарес;2009;62
Продавец;158006;8998035;Эль-Пуэрто-де-Санта-Мария;2020;59
Менеджер;155799;9224277;Вильявисиоса;2020;22
Медсестра;128033;4345775;Бургос;2000;61
Оператор call-центра;139228;4001366;Овьедо;2000;39
Повар;74605;7575951;Любляна;2003;19
Врач;96691;6315889;Валенсия;2009;25
Инженер;161378;6391190;Душанбе;2021;39
Программист;27966;9877796;Сория;2003;18
IT-специалист;184226;2502197;Таллин;2005;54
Учитель;90609;6066760;Луго;2000;55
Водитель;41841;4647789;Астана;2014;30
Менеджер;41461;7219501;Овьедо;2018;57
Архитектор;69125;7678313;Семана;2008;27
Программист;198582;4707274;Кордова;2022;25
Продавец;73827;3906303;Барселона;2010;33
Программист;103018;8712388;Афины;2003;45
Программист;62897;1244188;Тирана;2021;55
Продавец;79730;1401600;София;1999;23
Психолог;172918;4603651;Подгорица;1999;54
Оператор call-центра;174569;8009971;Ташкент;2001;19
Архитектор;136802;8218333;Артейхо;2016;42
Водитель;112458;4128843;Любляна;2013;55
Архитектор;27297;7156596;Вильявисиоса;2015;41
Бухгалтер;172412;1294544;Малага;2018;26
Бухгалтер;161539;7026668;Льейда;2010;26
Строитель;126333;2551614;Вальядолид;2000;56
Медсестра;123583;8382698;Картахена;2010;28
Врач;86121;3160228;Мадрид;2008;48
Инженер;59315;5116497;Малага;2005;62
IT-специалист;29386;6961557;Любляна;2017;46
IT-специалист;40000;6897578;Тирана;2007;58
Косметолог;134462;4366601;Бургос;2010;21
Бухгалтер;46004;6124357;Лас-Росас;2015;29
IT-специалист;139254;1807194;Краков;2013;35
Косметолог;123004;8338674;Афины;2013;30
Врач;39184;9400441;Хельсинки;2012;54
Повар;111252;4458849;Севилья;2002;60
Врач;111813;1309475;Таллин;2003;18
Продавец;180145;9638522;Эль-Пуэрто-де-Санта-Мария;2010;23
Продавец;68463;8928722;Барселона;2015;30
Архитектор;119248;2580166;Малага;2019;64
Программист;43915;2893587;Кишинев;2012;49
Строитель;118527;6410997;Сеговия;1999;37
IT-специалист;155471;1682988;Прага;2008;53
Оператор call-центра;174306;4086091;Сан-Себастьян;2009;62
Водитель;189642;3551958;Тбилиси;2004;42
Инженер;191404;6035847;Афины;2005;64
Косметолог;97603;4794694;Овьедо;2010;41
Продавец;84955;5850014;Севилья;2012;29
Бухгалтер;106960;1675865;Луго;2009;55
Архитектор;37145;1693774;Кадакес;2002;25
Водитель;96555;6548271;Луго;1999;47
Психолог;105165;5540125;Любляна;2012;60
Бухгалтер;46244;7344542;Санхенхо;2010;48
Архитектор;150322;9158650;Касерес;2018;29
Медсестра;138914;2602187;Таллин;2008;58
Менеджер;149646;1952406;Сория;2015;41
Оператор call-центра;156140;2639868;Баку;2019;57
Косметолог;54176;4133609;Луго;2014;60
Врач;94451;7297121;Ташкент;2007;49
Водитель;61159;6147158;Картахена;2009;53
Учитель;175586;5305376;Ла-Корунья;2003;20
Архитектор;75003;4110967;Кадакес;2011;58
IT-специалист;115051;7780973;Льейда;2006;25
Психолог;159989;8909623;Хихон;2014;39
Оператор call-центра;51129;4715770;Санхенхо;2012;52
Медсестра;59788;9066081;Тудела;2003;30
Оператор call-центра;55728;6704021;Загреб;2002;33
Программист;136416;7736789;Бургос;2001;30
Бухгалтер;190915;7492145;Тудела;2005;49
Врач;179663;3423767;Тирана;2001;42
Учитель;178274;4034030;Сантьяго-де-Компостела;2001;59
IT-специалист;199741;1878912;Махадаонда;2005;37
Водитель;190774;8172544;Подгорица;2004;57
Повар;132221;1186230;Санхенхо;2001;59
Инженер;149167;3729536;Вильнюс;2011;65
Бухгалтер;85103;7733511;Мартоса;2017;20
Оператор call-центра;173369;9401878;Фигерас;2013;22
IT-специалист;189318;9527830;Луго;2011;64
Оператор call-центра;55880;1828949;Касерес;2008;29
Оператор call-центра;111178;9660748;Эль-Пуэрто-де-Санта-Мария;2014;55
Оператор call-центра;22088;2992565;Барселона;2014;44
