job;salary;id;city;year;age
Бухгалтер;123770;3127596;Куэнка;2017;60
Медсестра;184577;9672477;Сория;2018;37
Водитель;43487;6643365;Махадаонда;2008;58
Продавец;49780;5566646;Кишинев;1999;60
Косметолог;46257;3253096;Камбадос;2001;58
Учитель;177617;4385531;Бильбао;2005;32
Менеджер;137482;7078715;Куэнка;2010;32
Инженер;169278;6457332;Бишкек;2017;30
Бухгалтер;164935;7107529;Будапешт;2020;22
Водитель;138187;7863245;Ла-Корунья;2012;44
IT-специалист;143163;8946686;Ереван;2003;62
Водитель;174805;8738248;Кишинев;2020;28
Программист;61948;5933783;Краков;2002;57
Учитель;21048;1061411;Сьюдад-Реаль;2008;19
Программист;197555;9537922;Москва;2010;53
Оператор call-центра;97821;8395588;Баку;2002;24
Оператор call-центра;167375;5407324;Луарка;2004;38
Врач;119426;8314297;Осера;2014;65
Строитель;184269;2987920;Минск;2001;19
Психолог;105549;1789981;Осера;2002;21
Строитель;122690;8950033;Бланес;2003;54
Психолог;108156;6217580;Кордова;2016;39
Продавец;57715;6103755;Луго;2005;46
Повар;146831;8207121;Душанбе;2000;65
Программист;164275;8237745;Севилья;2020;19
Инженер;114847;8090687;Алькала-де-Энарес;2012;52
IT-специалист;144052;3066558;Сьюдад-Реаль;2014;55
Оператор call-центра;174150;8070411;Луарка;2008;31
Оператор call-центра;79195;7915117;Кордова;2014;25
Косметолог;51971;6789279;Кордова;2020;62
Водитель;175607;1839260;Таллин;2016;52
Врач;168820;4958936;Алькала-де-Энарес;2013;37
Строитель;180406;7003404;Фигерас;2002;22
Повар;39252;6989628;Мадрид;2022;59
Инженер;103941;1056964;Семана;2000;46
IT-специалист;144917;2156841;Ереван;2002;41
Инженер;132949;1273449;Мерида;2000;34
Бухгалтер;71315;8877554;Санкт-Петербург;2003;45
Строитель;30523;4003178;Санхенхо;2013;52
Инженер;27930;6487675;Луго;2008;50
Оператор call-центра;23983;9275765;Вильнюс;2017;48
Врач;124218;3637217;Хихон;2003;62
Бухгалтер;135187;9861627;Куэнка;2006;26
Косметолог;27810;1463475;Сьюдад-Реаль;2022;59
Строитель;36713;3406346;Артейхо;2010;40
Бухгалтер;163821;3658022;Москва;2012;22
Повар;72294;7254525;Фигерас;2001;57
Врач;49460;3185603;Подгорица;2022;53
Продавец;24728;2830867;Ташкент;2018;31
Бухгалтер;75220;8810665;Любляна;1999;41
Строитель;106554;9703022;Гранада;2002;39
Программист;132355;7496986;Камбадос;2018;19
Психолог;140350;3883207;Севилья;2019;34
Водитель;85862;8000145;Варшава;2018;61
Строитель;24053;8147201;Картахена;2004;26
Водитель;181248;6555982;Тирана;2006;59
Менеджер;84417;9413318;Касерес;2019;59
Водитель;166634;4081043;Гранада;1999;30
Продавец;137140;8284615;Тирана;2011;48
Строитель;54828;5390213;Москва;2011;21
Оператор call-центра;50662;8159631;Вильявисиоса;2011;35
Психолог;179844;3590415;Монсон;2020;57
Повар;116739;2648249;Авилес;2022;20
Медсестра;181062;1359318;Тарраса;2022;46
Менеджер;115141;4811097;Кордова;2000;40
Врач;50342;6222714;Осера;2002;59
Программист;40070;1539384;Мерида;2016;27
Водитель;23713;6532306;Сория;2004;61
Оператор call-центра;124290;2729857;Артейхо;2004;32
Архитектор;43077;2917496;Льейда;2015;21
Врач;27964;3807048;Валенсия;2022;56
Инженер;149290;7531835;Навалькарнеро;2008;56
Менеджер;194491;4239469;Тудела;2019;23
Медсестра;121019;1589266;Хихон;2003;20
Медсестра;42208;5552178;Семана;2014;40
Косметолог;82855;2585212;Фигерас;2010;64
IT-специалист;142295;9798056;Будапешт;2003;24
IT-специалист;67242;3962888;Ереван;1999;40
Архитектор;49752;4811423;Вильнюс;2017;38
Водитель;26524;3262777;Касерес;2020;31
IT-специалист;88346;4682890;Хихон;2022;40
IT-специалист;31617;5204653;Ла-Корунья;2008;38
Программист;105537;7493208;Белград;2021;19
Психолог;180349;9056234;Малага;2009;50
Оператор call-центра;153065;2280105;Кадакес;2005;27
Продавец;68688;6075119;Скопье;2006;42
Менеджер;155448;3579044;Вильнюс;2010;36
Продавец;22853;5964159;Ереван;2008;53
Повар;124260;3556280;Ташкент;2014;23
Психолог;41283;1387110;Малага;2004;32
Оператор call-центра;83821;6861313;Навалькарнеро;1999;62
Инженер;197403;6579958;Хельсинки;2009;36
Косметолог;48486;1766146;Минск;2010;55
Медсестра;193719;7082767;Вильявисиоса;2021;35
