job;salary;id;city;year;age
Инженер;23376;1542240;Виго;2007;54
Косметолог;166053;4468438;Валенсия;2005;29
Архитектор;100186;3521972;Афины;2008;22
Строитель;82848;4584485;Мурсия;2016;48
Психолог;32515;3646863;Куэнка;2011;63
Повар;108931;1462744;Валенсия;2017;62
Психолог;61456;1906430;Луарка;2022;34
Строитель;189728;6182104;Санхенхо;2016;64
Строитель;161519;9537853;Мерида;2002;40
Водитель;22598;4917803;Лас-Росас;2009;22
Бухгалтер;198921;6929028;Бишкек;2021;28
Косметолог;69006;1894173;Пласенсия;2014;53
Бухгалтер;21491;5854368;Мартоса;1999;51
Врач;58620;3857221;Овьедо;2016;55
Архитектор;176176;1886109;Тудела;2022;22
Инженер;47406;4689835;Астана;2012;53
Менеджер;41329;3529570;Севилья;2013;65
Бухгалтер;59001;5904604;Загреб;2015;41
Водитель;151623;7767890;Касерес;2016;60
Водитель;180279;3631122;Кордова;2004;33
Повар;38964;9470445;Ташкент;1999;44
Бухгалтер;142023;5636376;Сан-Себастьян;2004;39
Косметолог;171798;6473935;Минск;2019;21
Оператор call-центра;165444;3809552;Любляна;2022;23
Бухгалтер;97724;8116081;Санхенхо;2012;24
IT-специалист;45209;3024126;Пласенсия;1999;47
Водитель;87134;6357083;Сараево;2012;25
Медсестра;162343;9923254;Кишинев;2017;42
Программист;120054;6647848;Ереван;2022;35
Психолог;169329;6478502;Тарраса;2022;27
Инженер;141098;5361705;Санхенхо;2012;34
Косметолог;85300;4472115;Фигерас;2003;65
Архитектор;72755;1260062;Фигерас;2000;32
Менеджер;163606;2640898;Загреб;2000;40
Водитель;22916;2505449;Ереван;1999;50
Программист;142903;6943371;Куэнка;2003;44
Психолог;180862;9308236;Картахена;2001;61
Косметолог;53082;2907839;Астана;2021;63
Менеджер;175895;4694371;Валенсия;2021;29
Учитель;34094;8517760;Монсон;2020;40
Повар;113960;4380205;Мурсия;2011;30
Повар;65523;4912534;Малага;2008;19
Строитель;113935;6975748;Сьюдад-Реаль;2017;30
Косметолог;131806;1629537;Аликанте;2020;41
Инженер;123423;9163291;Астана;2019;41
Врач;199567;4133587;Тудела;2008;55
Программист;113859;4639039;Любляна;2013;19
Медсестра;103301;7574838;Душанбе;2002;47
Инженер;135381;3048820;Кадакес;2019;36
Продавец;38898;8335367;Сантьяго-де-Компостела;2022;58
Косметолог;96287;2047719;Краков;2014;53
Строитель;32787;9492949;Баку;2020;52
Водитель;71878;4699678;Мурсия;2003;60
Повар;174656;2970269;Виго;2003;25
Бухгалтер;79643;6348542;Семана;2002;43
Врач;156420;1262646;Аликанте;2004;34
Инженер;157854;3569321;Семана;2019;26
Программист;40791;8540678;Севилья;2016;43
Архитектор;147805;5246253;Бильбао;2008;20
Архитектор;20991;1061336;Сория;2017;45
Инженер;111933;6583842;Бильбао;2014;51
Врач;157640;5442019;Баку;2000;35
Водитель;145654;9538251;Вроцлав;2006;20
Косметолог;111360;1684867;Ла-Корунья;2021;31
Водитель;80825;1870996;Сеговия;2014;57
Медсестра;28377;7701917;Пласенсия;2002;44
Оператор call-центра;191132;2506380;Сантьяго-де-Компостела;2010;26
Продавец;52981;3179819;Сан-Себастьян;2016;40
IT-специалист;58098;4059432;Будапешт;2013;35
Архитектор;131034;8430436;Мартоса;2005;62
Психолог;26086;2666353;Ташкент;2013;50
Медсестра;62765;4554784;Тудела;2020;43
Водитель;84614;2450261;Виго;2016;28
Оператор call-центра;127725;9764751;Варшава;2022;57
Косметолог;117385;2921876;Москва;2015;23
Бухгалтер;63215;7124459;Валенсия;2010;58
Архитектор;47570;9821430;Хихон;2012;41
Учитель;117686;5101289;Касерес;2014;33
Психолог;91081;6007900;Белград;2001;39
Водитель;102719;4313418;Аликанте;2008;48
Инженер;148558;2453752;Мурсия;2003;62
Строитель;123303;8109295;Мадрид;2002;62
Продавец;162900;2033794;Минск;2002;25
Бухгалтер;187649;8153793;Хихон;2008;31
Архитектор;126110;5443002;Самора;2012;27
Бухгалтер;109219;2819558;Осера;2018;57
Архитектор;119215;7129930;Пласенсия;2013;59
Продавец;37727;9149755;Виго;2009;27
Водитель;104399;1765368;Сараево;2008;43
Программист;96013;6237899;Сеговия;2016;22
Строитель;179377;2829325;Самора;2008;43
Строитель;185566;9893136;Гранада;2010;65
Продавец;27786;1647002;Артейхо;2009;49
Учитель;158371;4868066;Картахена;2000;53
Врач;152651;5655024;Хихон;2007;58
Учитель;113840;4142575;Кишинев;2013;58
Врач;152748;7875915;Бильбао;2019;49
Оператор call-центра;53942;1772923;Кордова;2014;55
Бухгалтер;152079;5697734;Барселона;2008;59
Врач;146565;2253331;Баку;2020;62
Учитель;56340;5688482;Вильявисиоса;2017;31
Медсестра;198292;3046843;Подгорица;2022;24
Строитель;36657;6358975;Вильнюс;2013;51
Учитель;170631;7714239;Аликанте;2008;43
Врач;56113;8059846;Осера;2001;38
Водитель;197651;9216925;Алькала-де-Энарес;2010;53
Косметолог;178635;5552343;Навалькарнеро;2011;55
Врач;161246;5039075;Душанбе;2017;38
Продавец;192265;6033746;Ташкент;2008;21
Продавец;179792;1338737;Баку;2010;45
Врач;148939;8227968;Хихон;2014;65
Программист;97494;4217500;Махадаонда;2014;61
Строитель;171695;9129008;Гранада;2001;65
Косметолог;72822;7822308;Алма-Ата;2008;58
Повар;194126;3506893;Хихон;2017;51
Врач;171721;5751579;Лас-Росас;2004;26
Строитель;156435;9397841;Минск;2017;32
Архитектор;138606;8117035;Бишкек;2000;40
Программист;32692;6099970;Сантьяго-де-Компостела;2013;64
Повар;164994;5602367;Тарраса;2009;37
Косметолог;102186;9226580;Куэнка;2017;40
Врач;70215;1288972;Севилья;2011;41
Архитектор;190362;1243144;Навалькарнеро;2014;30
Врач;60683;4473625;Ташкент;2019;59
Инженер;53239;1935341;Валенсия;2018;25
Архитектор;199454;7120679;Вильявисиоса;2010;32
Программист;104261;4824823;Монсон;2008;60
Врач;92985;4603921;Подгорица;1999;60
Бухгалтер;66228;7383315;Скопье;2016;53
Учитель;139863;7240292;Мартоса;2006;55
Бухгалтер;127367;3336269;Сараево;2007;43
Оператор call-центра;101941;3442345;София;2016;47
Менеджер;114649;5323402;Афины;2021;22
Учитель;28145;5067782;Мартоса;2022;57
Инженер;164223;2646168;Эль-Пуэрто-де-Санта-Мария;2018;60
Врач;93467;2270789;Сьюдад-Реаль;2011;34
Архитектор;176941;2290173;Семана;2001;49
Инженер;21874;1336943;Малага;2003;37
Водитель;139354;3789830;Сантьяго-де-Компостела;2009;36
Программист;187360;6811542;Вильнюс;2007;19
Бухгалтер;128683;9570647;Тудела;2000;21
Продавец;173705;3710857;Камбадос;2005;25
Программист;195064;1684895;Любляна;2011;42
Менеджер;40881;5367676;Сараево;2013;44
Строитель;152720;2118103;Луарка;2012;58
Продавец;181650;4037974;Любляна;2003;51
Повар;25326;3103321;Луго;2011;28
Врач;27284;1361123;Барселона;2003;48
Оператор call-центра;37736;3412180;Мадрид;2013;32
Психолог;160514;2287572;Таллин;1999;45
Повар;161869;6670561;Кордова;2016;29
Строитель;150443;7745130;Астана;2015;40
Врач;63123;1796767;Тарраса;2002;19
Психолог;38763;7815131;Эль-Пуэрто-де-Санта-Мария;2007;41
Архитектор;120231;2533530;Сьюдад-Реаль;2015;33
IT-специалист;23168;9463823;Любляна;2012;47
Психолог;58313;9743195;Сан-Себастьян;2016;19
Учитель;123614;1192641;Скопье;2014;61
Инженер;93855;9413774;Барселона;2022;20
Продавец;22744;4931529;Куэнка;2021;20
Менеджер;139626;9263217;Сьюдад-Реаль;2020;61
Учитель;31325;3591023;Любляна;2007;35
Косметолог;101834;6634965;Бильбао;2019;57
Архитектор;30979;5606733;Мурсия;2017;62
Инженер;26337;7277617;Камбадос;2009;23
Повар;77652;9462523;София;2008;29
Врач;161485;2438107;Ла-Корунья;2005;54
Бухгалтер;167827;6380559;Аликанте;2017;20
Косметолог;191553;7210870;Белград;2008;33
Водитель;147349;9098774;Астана;2013;40
IT-специалист;118856;6049558;Алькала-де-Энарес;2011;40
Учитель;167137;8830370;Пласенсия;2014;65
Учитель;30962;8053388;Картахена;2000;47
Косметолог;131511;3784844;Белград;2021;59
Врач;52960;9972700;Барселона;2009;32
Оператор call-центра;119986;5168865;Минск;2020;58
Архитектор;156895;4022117;Бургос;2004;25
Медсестра;78761;9031510;Краков;1999;22
Строитель;21245;6285340;Картахена;2009;42
Врач;139156;8233629;Лас-Росас;2002;33
Бухгалтер;183194;6247597;Луарка;2007;53
Программист;49242;6802831;Хихон;2004;39
Продавец;185374;8366852;Белград;2010;44
Повар;121650;7684804;Таллин;2016;26
Архитектор;137227;1748837;Варшава;2005;61
Архитектор;101670;1156708;Самора;2010;24
Продавец;62560;5908390;Вальядолид;2015;64
Архитектор;168118;1616521;Сеговия;2017;58
Инженер;150443;8087694;Краков;2010;52
Продавец;148929;4073961;Мадрид;2015;39
IT-специалист;58023;2910152;Краков;2001;49
Медсестра;180695;9476183;Фигерас;2007;34
Психолог;61860;8369712;Бургос;2013;19
Инженер;167607;1227682;Эль-Пуэрто-де-Санта-Мария;1999;61
Бухгалтер;49374;7989768;Ереван;2017;35
Оператор call-центра;69536;8965811;Хельсинки;2019;54
IT-специалист;150009;5642396;Тарраса;2009;29
IT-специалист;142393;8618894;Овьедо;2014;18
Программист;49195;4657115;Прага;2006;26
Программист;69435;7853293;Вальядолид;2001;46
Врач;99182;6019342;Ла-Корунья;2018;24
Врач;45537;9772544;Бильбао;2020;21
Медсестра;25490;5889010;Краков;2013;56
Бухгалтер;198743;7093667;Хельсинки;2005;58
Строитель;67331;4037982;Душанбе;2006;56
Косметолог;63339;8873981;Бильбао;1999;63
IT-специалист;173808;7888301;Льейда;2018;60
Строитель;57411;1384096;Алькала-де-Энарес;2020;55
Косметолог;132096;3345097;Камбадос;2020;58
Косметолог;59390;4372351;Вальядолид;2010;25
Оператор call-центра;66226;8965440;Варшава;2002;50
Бухгалтер;158901;5404634;Алькала-де-Энарес;2015;38
Врач;181369;2419904;Хельсинки;2013;45
Бухгалтер;74303;8446972;Севилья;2008;45
Учитель;153695;4738714;Овьедо;2002;62
Инженер;41126;7484487;Малага;2018;24
IT-специалист;148220;3710002;Семана;2005;60
Строитель;121881;1983246;Бургос;2022;44
Медсестра;113046;5084292;Москва;2016;62
Косметолог;99452;2564104;Малага;2014;33
Продавец;126018;1443815;Монсон;2010;50
Оператор call-центра;31503;6144955;Санхенхо;2020;24
IT-специалист;20037;6318374;Виго;2013;41
Архитектор;120013;9211566;Виго;2005;62
Водитель;155288;9999021;Камбадос;2012;29
IT-специалист;111217;9818424;Трухильо;2021;25
Строитель;45512;1842294;Бильбао;2002;51
Учитель;130661;4306107;Барселона;2009;36
Строитель;163038;7146595;Сьюдад-Реаль;2015;26
Врач;180303;3737794;Мартоса;2008;18
Менеджер;151413;3165908;Осера;2001;48
Повар;145462;5937844;Санкт-Петербург;2007;31
Оператор call-центра;188324;3085095;Артейхо;2001;53
Продавец;153325;6555237;Ташкент;2001;45
Оператор call-центра;107923;7800323;Кадакес;2003;65
Врач;133198;1933918;Кадакес;2012;23
Учитель;41551;5130733;Вильявисиоса;2002;30
Учитель;175911;4071137;Москва;2002;21
Водитель;164957;4003545;Артейхо;2005;38
Менеджер;196069;6761993;Бургос;2014;20
Архитектор;73584;9539605;Куэнка;2021;40
Врач;80065;9255488;Москва;2005;30
Повар;124322;4422690;Баку;2008;46
Оператор call-центра;128201;6523629;Кадакес;2000;46
Архитектор;68103;2808008;Мадрид;2006;60
Бухгалтер;93636;8309108;Вальядолид;2012;54
Медсестра;45437;2085786;Астана;2015;27
Архитектор;158475;8534642;Тирана;2010;18
Строитель;63099;1896933;Фигерас;2007;62
Инженер;137010;8656070;Камбадос;2004;48
Бухгалтер;94238;8006586;Навалькарнеро;2009;55
Бухгалтер;31144;5260717;Кордова;2019;63
Программист;113541;1972309;Луарка;1999;27
Повар;194881;6430297;Малага;2007;25
Архитектор;93277;6583156;Белград;2019;62
Программист;44040;3426950;Будапешт;2014;22
Продавец;155083;1350200;Эльче;2009;47
Повар;102879;3273419;Ла-Корунья;2013;55
Медсестра;48556;5823794;Хихон;2015;24
Бухгалтер;28342;6862489;Пласенсия;2005;50
IT-специалист;136709;7519224;Варшава;2015;34
Бухгалтер;83492;8011878;Душанбе;2017;42
Врач;34569;3258166;Овьедо;2009;27
Учитель;70419;7183020;Санкт-Петербург;2021;53
Оператор call-центра;169174;5366535;Сория;2001;37
Программист;81757;6993054;Луарка;2020;58
Врач;83336;9341288;Краков;2020;23
Косметолог;69464;8050834;Ереван;2011;28
Медсестра;169431;2628340;Овьедо;2008;22
Медсестра;146094;3413709;Осера;2013;37
Продавец;87318;6271518;Трухильо;2008;38
Архитектор;26814;3244793;Фигерас;2000;57
Инженер;190804;4193952;Бланес;2001;26
Повар;150298;8271810;Валенсия;2003;19
Учитель;104245;1243252;Трухильо;2013;50
Программист;58693;3159629;Баку;2010;52
