job;salary;id;city;year;age
Менеджер;108053;2770542;Осера;2005;41
IT-специалист;186890;6088636;Бургос;2019;18
Программист;74164;1458610;Вильнюс;2012;41
Учитель;88183;7449505;Сеговия;2017;56
IT-специалист;66319;6596641;Семана;2002;18
Продавец;97698;4775754;Тбилиси;2004;25
Программист;142815;4994222;Виго;2019;55
IT-специалист;185961;1260375;Мурсия;2014;27
Учитель;86655;1664290;Тарраса;2018;26
Продавец;62669;3224592;Самора;2011;59
IT-специалист;114510;9294142;Льейда;2020;55
Повар;131505;1932532;Ереван;2001;34
Учитель;56571;9145904;Санкт-Петербург;2006;29
Медсестра;84097;9508674;Афины;2019;23
Инженер;161301;2138896;Бильбао;2020;64
Строитель;115883;3815175;Бишкек;2016;57
Строитель;115329;8104724;Алькала-де-Энарес;2000;63
Учитель;192445;1612411;Малага;2000;36
Инженер;126106;2098530;Прага;2022;46
Медсестра;129783;3264675;Рига;2021;55
Учитель;136136;5297696;Кишинев;2003;48
Повар;198109;9391166;Валенсия;2006;48
Водитель;21856;3924123;Луарка;2002;34
Оператор call-центра;196226;9004916;Самора;2001;20
Архитектор;58077;8149770;Овьедо;2003;36
Архитектор;89230;9366087;Хихон;2013;32
Водитель;169364;7289152;Ла-Корунья;2005;36
Косметолог;34706;6536610;Мартоса;2018;56
IT-специалист;116681;4674193;Хихон;2012;34
Бухгалтер;168668;7120401;Кордова;2008;53
Медсестра;107472;2163244;Скопье;2021;32
Бухгалтер;92624;2034042;Санхенхо;2019;20
Программист;61092;7653412;Алькала-де-Энарес;2016;56
Водитель;149446;8822423;Хельсинки;2011;48
IT-специалист;158843;3148195;Будапешт;2004;24
Бухгалтер;72485;1525831;Сараево;2012;47
Повар;155436;4247525;Сеговия;2015;54
IT-специалист;165086;4848537;Авилес;2013;49
Водитель;45584;1505736;Ереван;2021;58
IT-специалист;166726;3674327;Любляна;2018;61
Учитель;25042;5308118;Любляна;2015;33
Бухгалтер;136943;5773159;Таллин;2013;54
Продавец;42826;2000453;Минск;2013;34
Оператор call-центра;174942;7531313;Пласенсия;2001;61
Психолог;132485;6811034;Картахена;2014;61
Оператор call-центра;71111;7602773;Тудела;2003;46
Программист;156491;8266184;Ташкент;2014;60
Оператор call-центра;195527;9373595;Малага;2002;65
Продавец;165107;4839660;София;2022;21
Косметолог;97220;2747511;Аликанте;2011;49
Косметолог;83267;5554391;Фигерас;2010;64
Строитель;170640;9842451;Белград;2020;53
Строитель;170014;2425338;Монсон;2010;35
Менеджер;47180;6375727;Сьюдад-Реаль;2015;39
Менеджер;73104;2129697;Кадакес;2011;46
Оператор call-центра;52967;4541661;Пласенсия;2003;37
Строитель;96401;9567097;Луарка;2000;18
Врач;192703;4529253;Сеговия;2009;54
Инженер;162610;6480383;Ла-Корунья;2020;62
IT-специалист;165695;4873641;Эль-Пуэрто-де-Санта-Мария;2022;53
Продавец;43578;5488339;Кордова;2000;33
Врач;166053;4526563;Душанбе;2011;18
IT-специалист;42185;3084233;Виго;2008;57
Водитель;199037;4471752;Мерида;2004;47
IT-специалист;159301;6534323;Камбадос;2015;29
Программист;153687;3968656;Ереван;2011;46
Косметолог;148422;1897133;Кадакес;2006;56
Повар;177416;9186289;Бургос;2002;62
Продавец;98126;6273579;Кадакес;2006;28
Инженер;92362;8042222;Камбадос;2006;20
IT-специалист;142062;4859431;Хихон;2001;43
IT-специалист;140176;5069358;Ташкент;2009;44
Продавец;105374;8402707;Сан-Себастьян;2000;58
Косметолог;61277;9874647;Загреб;2009;22
Бухгалтер;190529;5662833;Белград;2014;40
Инженер;79157;9291507;Луго;2005;36
Врач;50251;5107246;Мартоса;2019;34
Инженер;112061;2123425;Белград;2020;55
Психолог;92476;3033953;Мадрид;2004;48
IT-специалист;174670;6980949;Мурсия;2011;29
Учитель;22891;7728246;Санхенхо;2010;20
Оператор call-центра;124350;3200631;Луарка;2010;50
Менеджер;84104;6262012;Вильявисиоса;2008;51
Учитель;138620;6088387;Навалькарнеро;2002;58
Бухгалтер;145971;8879739;Сория;2003;24
Врач;41638;9496079;Семана;2008;57
Менеджер;111111;3463520;Мерида;2001;56
Продавец;165847;6844852;Санхенхо;2013;22
Психолог;189384;3148588;Луарка;2002;24
IT-специалист;59126;5590553;Авилес;2003;60
Менеджер;189143;6170734;Скопье;2019;20
Медсестра;137883;8356804;Вроцлав;2014;56
Психолог;198876;8007243;Бургос;2010;52
Учитель;124334;7330454;Вильявисиоса;2021;54
Психолог;76269;5552866;Лас-Росас;2022;53
Косметолог;176978;1447388;Авилес;2021;22
Учитель;184841;1109330;Куэнка;2015;63
IT-специалист;197357;3737523;Варшава;2005;63
Инженер;30260;1083245;Минск;2004;30
Врач;47335;1790956;Мартоса;2006;26
Архитектор;85756;2525420;Подгорица;2006;20
Менеджер;146091;8084762;Аликанте;2018;37
Менеджер;147677;8894152;Мурсия;2007;42
Бухгалтер;197685;7156482;Камбадос;2014;19
Строитель;111038;5750088;Мерида;2014;36
Бухгалтер;170686;1465524;Сеговия;2006;44
Программист;176201;4680487;Бишкек;2003;24
Менеджер;192718;6558870;Афины;2014;24
Водитель;196037;2085096;Бургос;2014;39
Водитель;116843;8553410;Аликанте;2001;44
Менеджер;190014;4852822;Эльче;2017;53
Водитель;24446;4498576;Осера;2000;23
Строитель;119688;8477389;Рига;2005;44
Строитель;82557;9154807;Скопье;2021;65
Водитель;119644;1821705;Малага;2001;53
Психолог;188109;7122848;Вильявисиоса;2022;31
Менеджер;161248;5532339;Махадаонда;1999;57
Косметолог;199841;9238590;Артейхо;2011;18
Бухгалтер;180636;5185298;Малага;2015;51
Программист;127584;6989004;Белград;2015;54
Менеджер;191466;6555883;Сория;2014;26
Повар;83094;6615827;Тарраса;2004;31
Медсестра;50411;3408131;Сьюдад-Реаль;2014;33
Бухгалтер;29014;1867427;Тирана;2021;36
Строитель;185640;2426068;Куэнка;2003;44
Менеджер;179389;7260769;Картахена;2013;38
Бухгалтер;41516;9334480;Тарраса;2005;29
Бухгалтер;128184;6737864;Минск;2015;52
Психолог;30146;7604912;Эль-Пуэрто-де-Санта-Мария;2017;29
Косметолог;39319;6022941;Сеговия;2005;29
Учитель;105760;5489510;Краков;2011;54
Строитель;146160;6349128;Скопье;2020;53
Медсестра;53800;8017533;Ташкент;1999;33
Инженер;159912;2553262;Лас-Росас;2000;32
Бухгалтер;109993;7904437;Ла-Корунья;2011;65
Программист;73002;7613441;Алькала-де-Энарес;2000;45
Оператор call-центра;151263;7496097;Севилья;2003;38
Менеджер;153816;3542220;Бильбао;2004;18
IT-специалист;120533;7042234;Минск;2021;45
Строитель;43729;7470160;Картахена;2002;45
Психолог;20852;9049044;Бильбао;2001;39
Архитектор;36928;8704336;Вильнюс;2009;54
