job;salary;id;city;year;age
Косметолог;181498;2571695;Хихон;2021;62
Косметолог;49869;3589001;Луго;2013;25
IT-специалист;188528;5871656;Лас-Росас;2017;46
Психолог;155736;6200918;Семана;2015;64
Продавец;46429;6217513;Трухильо;2021;63
Учитель;90778;9886652;Мадрид;2000;47
IT-специалист;159611;6967312;Сория;2004;53
Оператор call-центра;27536;3941992;Самора;2015;54
Архитектор;156703;3118693;Авилес;2003;44
Косметолог;184029;6694097;Скопье;2005;21
Врач;71587;2750298;Будапешт;2012;65
Бухгалтер;135906;3708489;Гранада;2016;38
Архитектор;115344;7305625;Хихон;2001;54
IT-специалист;41986;3505912;Виго;2008;36
IT-специалист;133660;9657399;Трухильо;2007;46
Повар;97442;3095656;Эльче;2013;18
Водитель;140571;5246498;Валенсия;2022;22
Продавец;179781;1981358;Тудела;2001;51
Медсестра;107042;1127997;Афины;1999;22
Архитектор;134873;7692435;Мерида;2005;21
IT-специалист;173036;4845546;Сан-Себастьян;2017;42
Бухгалтер;98168;9343140;Астана;2000;32
Оператор call-центра;94683;5517750;Тирана;2021;61
Бухгалтер;139849;6859898;Бишкек;2011;44
Архитектор;32395;4445150;Картахена;2016;37
Водитель;139779;1453694;Валенсия;2011;24
Программист;189568;3574633;Мартоса;2006;36
Архитектор;70651;6845089;Виго;2019;60
Архитектор;40923;4214148;Мерида;2005;63
Архитектор;179108;5027562;Афины;2018;23
IT-специалист;66884;7008898;Вроцлав;2009;31
IT-специалист;176654;3396138;Таллин;2004;26
Врач;162420;2187469;Рига;2016;27
Инженер;115398;6160988;Душанбе;2013;29
Бухгалтер;38051;6874438;Алма-Ата;2019;65
IT-специалист;82308;9709130;Кишинев;2007;47
Повар;40204;3670001;Куэнка;2018;29
Учитель;171546;8014170;Сьюдад-Реаль;2000;50
Водитель;33152;4093016;Осера;2018;22
Архитектор;136148;3647376;Луго;2019;35
Менеджер;49548;4266221;Любляна;2017;47
Косметолог;77343;6757402;Хельсинки;1999;18
Бухгалтер;107204;1138911;Малага;2016;19
Архитектор;65473;5340555;Навалькарнеро;2022;41
Медсестра;180792;8909310;Махадаонда;2001;26
Медсестра;94467;4597855;Гранада;2020;51
Водитель;115195;3622677;Хихон;2002;34
Бухгалтер;27618;5026666;Любляна;2020;41
Учитель;106860;7374533;Барселона;2017;43
IT-специалист;63200;3329923;Вильявисиоса;1999;18
Менеджер;115028;3667916;Бильбао;2003;53
Бухгалтер;78156;7771757;Лас-Росас;2017;21
Водитель;166528;3693371;Варшава;2008;57
Строитель;68241;2903322;Душанбе;2012;40
Косметолог;197010;5426505;Вильнюс;2015;38
Медсестра;20172;8175952;Ла-Корунья;2006;55
Архитектор;184284;1562446;Махадаонда;2016;24
Водитель;170197;1217123;Подгорица;2012;18
Инженер;164131;2146655;Валенсия;2014;27
Программист;31140;1593920;Осера;2022;26
Медсестра;110979;8707333;Ташкент;2009;47
Водитель;24184;5404206;Рига;2020;64
Повар;132967;6506173;Хихон;2007;30
IT-специалист;20181;4166691;Кишинев;2021;42
Психолог;42849;7579293;Пласенсия;2013;50
Строитель;51761;4274485;Мадрид;2009;43
Программист;159803;2576673;Картахена;2011;57
Архитектор;105754;7289314;Касерес;2003;40
Бухгалтер;142230;7015605;Мадрид;2016;65
Инженер;151019;2068339;Осера;2022;64
IT-специалист;54808;5593622;Хельсинки;2000;62
Повар;191409;5095977;Мерида;2003;24
Бухгалтер;99041;5945685;Трухильо;2001;24
Программист;114219;3205040;Баку;2013;38
Продавец;186416;3425703;Кишинев;2009;61
Продавец;97526;1969933;Севилья;2012;32
